Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21
cg24345747,0.877662944,0.921429642,0.548704269,0.886712704,0.715006589,0.714313582,0.878439152,0.905036763
cg24358846,0.119049401,0.082275889,0.156793941,0.141560934,0.02056988,0.021954134,0.089637191,0.061726405
cg24395504,0.564149752,0.356375216,0.132641849,0.646242596,0.101937784,0.344562148,0.671588211,0.810177003
cg24421906,0.595668673,0.546837153,0.532065228,0.938793907,0.115585462,0.668614419,0.649890406,0.910219303
cg24429310,0.583994904,0.129000251,0.565633216,0.940727708,0.864128867,0.805224507,0.460326736,0.919197563
cg24460268,0.660838077,0.545687681,0.833999813,0.936876348,0.921686214,0.839520966,0.091340611,0.925706915
cg24482350,0.284460632,0.335073484,0.144483881,0.215360141,0.050425117,0.036026223,0.349417328,0.076556821
cg24496563,0.428203679,0.050711326,0.288013373,0.551867163,0.083873238,0.264349713,0.11864612,0.039784551
cg24512973,0.89052191,0.954269829,0.430221941,0.903600875,0.408653985,0.656922384,0.759943463,0.916273634
cg24542929,0.72031962,0.897781057,0.678112374,0.914950134,0.891376049,0.94724044,0.883865,0.920987924
cg24576358,0.208137701,0.097229172,0.096095494,0.400437485,0.090965888,0.040417528,0.835530333,0.060774327
cg24581226,0.947924093,0.977712566,0.9522153,0.979121097,0.927718488,0.970383613,0.939238792,0.954543243
cg24585203,0.270770479,0.345931662,0.098474073,0.413788524,0.028811875,0.051933791,0.29726935,0.041382317
cg24601559,0.42020184,0.558085485,0.54550928,0.798591816,0.475570353,0.356278724,0.52153407,0.861985208
cg24617313,0.965994922,0.981814382,0.975749588,0.973450804,0.931284122,0.971537142,0.975828338,0.964773328
cg24624505,0.136333863,0.091376713,0.040865331,0.176595295,0.079371151,0.069307172,0.087320086,0.097904145
cg24631482,0.851215845,0.945987561,0.90208826,0.943913335,0.942275686,0.848605373,0.586189857,0.937673659
cg24642523,0.382692354,0.437125101,0.318600604,0.456093185,0.055442774,0.602066317,0.33198246,0.445550184
cg24670552,0.102527065,0.161431683,0.14993826,0.134604001,0.149668518,0.214457398,0.681341725,0.096466229
cg24687529,0.393367098,0.111698394,0.592402542,0.220098879,0.543602761,0.942233102,0.466026457,0.134176411
cg24691910,0.393048343,0.38521522,0.33150484,0.515324062,0.250691972,0.363111343,0.131410329,0.552419197
cg24702253,0.775973717,0.484793665,0.867449166,0.93294747,0.824451432,0.956387277,0.703089644,0.932323162
cg24733637,0.405455519,0.396925898,0.140462017,0.234193426,0.117908083,0.499721152,0.5980839,0.097039599
cg24754277,0.20793721,0.063873804,0.110582408,0.21880595,0.187880408,0.225059504,0.085941321,0.074314958
cg24776142,0.054939922,0.110383614,0.157698805,0.119161534,0.113519188,0.826412604,0.119214946,0.051410935
cg24834889,0.868008622,0.904055406,0.907469352,0.917743466,0.911205692,0.947866038,0.905712256,0.905617167
cg24843346,0.555737939,0.62325536,0.362986075,0.590395771,0.693312233,0.323590028,0.563126159,0.584968799
cg24854704,0.123173597,0.118655978,0.106787377,0.098482571,0.233132746,0.072054256,0.171389596,0.080958378
cg24865779,0.767802373,0.61211735,0.336454999,0.246484076,0.097045498,0.13544467,0.864989583,0.076421885
cg24869601,0.933373565,0.981575991,0.94234272,0.978827638,0.437115773,0.971115712,0.968522964,0.9772791
cg24907011,0.346877251,0.400659811,0.410701935,0.475898016,0.462087052,0.11544604,0.3158304,0.400299373
cg24907270,0.108651201,0.063315768,0.164996419,0.068951897,0.068391843,0.216030771,0.080400201,0.046649773
cg24920358,0.925374837,0.94948097,0.933223044,0.930265603,0.861230392,0.764563697,0.9271469,0.930878031
cg24928110,0.361146272,0.438242015,0.429573744,0.425883486,0.364931957,0.365728218,0.563789327,0.485106875
cg24961795,0.503522614,0.501921663,0.119725949,0.643273701,0.070929598,0.600333611,0.516020754,0.040058079
cg24969520,0.496153887,0.515398579,0.528033061,0.972413622,0.41911793,0.922002794,0.53950577,0.972850096
cg25023298,0.700100767,0.92169301,0.845038955,0.947260249,0.962471738,0.562978305,0.016608187,0.973046604
cg25025879,0.639435145,0.531111084,0.517482316,0.953691385,0.521770113,0.810241865,0.791006421,0.6658781
cg25043559,0.717398863,0.861564879,0.487626901,0.301082341,0.672786649,0.648937909,0.85296525,0.533324339
cg25048985,0.520678239,0.517261041,0.529841133,0.528595081,0.74266652,0.450482555,0.468258325,0.532441588
cg25090994,0.390971138,0.513913445,0.347339194,0.557015502,0.03147924,0.028660541,0.336225299,0.051820626
cg25123266,0.070404621,0.450520615,0.057139831,0.051661361,0.053395632,0.443250931,0.055744756,0.03588555
cg25130385,0.616395613,0.544006521,0.565170172,0.920806342,0.437547878,0.638148052,0.618347075,0.896037205
cg25206536,0.55882813,0.906078194,0.738734522,0.87174959,0.894682946,0.83119448,0.077979895,0.945816469
cg25223285,0.833610171,0.894829496,0.906991289,0.916896811,0.879655806,0.935915948,0.888781661,0.892611224
cg25262528,0.477091145,0.464976543,0.537277454,0.093749273,0.225781563,0.257673351,0.670624696,0.083115317
cg25264265,0.916824959,0.830655893,0.124191044,0.059234211,0.12805764,0.381146695,0.826425251,0.272076856
cg25299750,0.688386535,0.888204034,0.774875428,0.888642241,0.57134412,0.512640285,0.375357115,0.903397166
cg25309343,0.620181741,0.718431011,0.776213547,0.73024114,0.892028058,0.755092318,0.640211463,0.531236434
cg25340403,0.391055995,0.398049666,0.489823542,0.367575944,0.268031588,0.160815274,0.50282439,0.425183113
cg25340688,0.023670302,0.02032174,0.474769152,0.017287044,0.093569862,0.04453386,0.03393056,0.086197235
cg25350411,0.407148323,0.433891002,0.437490803,0.429742153,0.574560109,0.446889008,0.424655798,0.485669994
cg25352397,0.483229827,0.680132923,0.502549891,0.699435871,0.452490114,0.554926867,0.412398111,0.706479089
cg25390165,0.797950078,0.824312269,0.891446545,0.898307421,0.84295698,0.87392957,0.825231145,0.876272239
cg25477813,0.642634847,0.069841279,0.336911428,0.620429378,0.489402002,0.73769856,0.916647306,0.386240132
cg25526039,0.15062487,0.060421467,0.510141077,0.070586394,0.131496817,0.046491647,0.629756814,0.065118023
cg25560247,0.718476161,0.590551537,0.869314987,0.955244562,0.889311726,0.837332481,0.517071417,0.92413567
cg25629418,0.816909548,0.509011061,0.832324862,0.897823054,0.959778847,0.493125782,0.4001264,0.898754619
cg25634141,0.123805883,0.494832466,0.319373143,0.083605328,0.062830902,0.071117338,0.125285501,0.060633418
cg25652454,0.286177927,0.736153045,0.299827258,0.688327446,0.31944162,0.861203397,0.064852945,0.623191608
cg25652742,0.788490214,0.604089555,0.647427309,0.754930679,0.219896147,0.40420353,0.147326202,0.606689347
cg25742326,0.147319982,0.416471311,0.066200374,0.492009791,0.298898429,0.040339952,0.366122053,0.116523718
cg25771195,0.661482303,0.489118051,0.570680812,0.536283073,0.323851495,0.561431413,0.423838019,0.54053388
cg25786696,0.876768334,0.933930764,0.894522064,0.922423429,0.797429341,0.608909737,0.895655609,0.912064405
cg25801742,0.341363632,0.374238088,0.357317849,0.343211399,0.27664073,0.159341292,0.402015283,0.383542843
cg25815440,0.332436663,0.062744634,0.245292904,0.331567978,0.261224722,0.238626712,0.902662038,0.095630129
cg25877436,0.183294243,0.058820817,0.348117656,0.065341921,0.06846113,0.130704652,0.416445611,0.119352471
cg25914921,0.498607464,0.706942382,0.412967093,0.65069891,0.086725748,0.942612361,0.425888393,0.917435345
cg25986202,0.659482373,0.488557151,0.879093162,0.921094245,0.952460929,0.920389624,0.896118776,0.919549637
cg26064535,0.595485638,0.096491099,0.849617092,0.910124543,0.914841579,0.913087308,0.58602233,0.890374231
cg26090062,0.891955192,0.949100771,0.944963904,0.950599739,0.921221312,0.883347748,0.797403923,0.934754169
cg26116639,0.869432663,0.935428874,0.933695754,0.903616799,0.947389631,0.819921516,0.921069781,0.513524511
cg26127836,0.504452347,0.558449618,0.619623171,0.490722833,0.44923901,0.366567526,0.937856634,0.525799612
cg26143719,0.209237497,0.150125672,0.176442345,0.097058947,0.086216617,0.024016331,0.405987655,0.085340923
cg26148377,0.501944846,0.595193877,0.320816535,0.526017309,0.592859591,0.299876093,0.664268854,0.578239368
cg26154714,0.054436606,0.026053743,0.566016329,0.431947225,0.577762928,0.405636741,0.542520712,0.486181717
cg26172504,0.915513336,0.961303491,0.965139362,0.960747525,0.979488683,0.990695401,0.662246907,0.975602856
cg26195495,0.160987511,0.047881253,0.114831252,0.069544645,0.131801866,0.059802101,0.079330977,0.06152744
cg26224060,0.186364953,0.045614507,0.327994582,0.047358212,0.10570116,0.074100077,0.07612476,0.554342793
cg26234900,0.491582827,0.869967585,0.753579533,0.923201282,0.941582858,0.8984396,0.410474589,0.937105211
cg26239297,0.374292587,0.326773215,0.347049567,0.932254072,0.055748931,0.36171852,0.380594275,0.914836732
cg26250400,0.462976768,0.59513813,0.293008918,0.589190176,0.714110035,0.517907285,0.578501559,0.568897313
cg26262055,0.734297471,0.474678674,0.464917436,0.952395728,0.501601846,0.854026872,0.656254803,0.571429662
cg26270695,0.162406569,0.234449387,0.141640374,0.083145329,0.046550536,0.181582184,0.39438426,0.059192406
cg26313699,0.920394286,0.203802663,0.640472051,0.94602896,0.965383397,0.936074195,0.525114665,0.940885238
cg26338947,0.131953869,0.367906813,0.294202893,0.066063017,0.036729664,0.089808333,0.064334835,0.049054732
cg26527457,0.166890943,0.380383424,0.560810066,0.05572039,0.478840115,0.034626511,0.07890888,0.053234987
cg26536593,0.66740231,0.611607812,0.64029026,0.642344985,0.527508392,0.190575488,0.774494719,0.617380296
cg26539631,0.482776229,0.452164671,0.575509114,0.614836688,0.435503849,0.282855041,0.60819507,0.540123597
cg26639479,0.258323034,0.153543363,0.161226554,0.183775535,0.074275677,0.022086975,0.629576579,0.115373706
cg26667586,0.78661322,0.905348288,0.486007336,0.647444519,0.573470003,0.686408873,0.703702408,0.924931159
cg26681628,0.077316808,0.045400846,0.135367811,0.121700319,0.261078491,0.062925856,0.201202778,0.051613515
cg26707664,0.479940502,0.580089239,0.350648784,0.534180501,0.105833183,0.86654238,0.645607883,0.51697793
cg26725201,0.952759021,0.970094241,0.961243206,0.975199894,0.975156945,0.950112293,0.971885833,0.973889249
cg26734888,0.926612602,0.974728105,0.981772972,0.976599515,0.920866932,0.790244855,0.962085428,0.967828121
cg26750617,0.088947244,0.075790586,0.090145867,0.07834216,0.01468508,0.033643795,0.07188614,0.059401622
cg26750927,0.094611085,0.050050981,0.100440699,0.057034001,0.074419481,0.020078226,0.073389124,0.044062915
cg26779676,0.597586616,0.552618179,0.593508208,0.577564914,0.630359544,0.516116652,0.58378968,0.602082266
cg26802564,0.562044315,0.548671761,0.337824778,0.47754261,0.485962656,0.139843134,0.036760223,0.038422812
cg26850624,0.462155335,0.149146946,0.442647713,0.560113319,0.03245443,0.446080775,0.126676195,0.56465828
cg26857315,0.413774326,0.384740778,0.569727817,0.486541594,0.821387565,0.945446646,0.80719332,0.936066012
cg26896946,0.013914613,0.013206065,0.524112861,0.024740381,0.384712629,0.167851712,0.01329557,0.096859619
cg26924440,0.863998197,0.938543469,0.90075157,0.978132289,0.89363294,0.773221344,0.480054382,0.954783873
cg26960833,0.200204986,0.054876705,0.471768326,0.045000364,0.100287661,0.221841916,0.458486619,0.499578893
cg26985203,0.901200585,0.917166775,0.846305283,0.925142904,0.844213289,0.950791796,0.275740741,0.901466613
cg26992600,0.532036316,0.538566064,0.206385335,0.639980962,0.203121724,0.210555993,0.651168616,0.91560607
cg27039625,0.115807214,0.091271159,0.253089414,0.180122898,0.143008573,0.052384812,0.671928006,0.102656505
cg27130359,0.312419538,0.056262025,0.282313074,0.316112448,0.111973333,0.273304761,0.431462018,0.269937986
cg27134767,0.327665743,0.682973585,0.492565072,0.934613336,0.157505277,0.978340953,0.591016875,0.550260065
cg27177158,0.779936703,0.556349698,0.520017352,0.947523099,0.470354137,0.864037063,0.70400377,0.939368344
cg27200630,0.089429379,0.106759117,0.049734307,0.436314957,0.043295892,0.027139571,0.462362842,0.040012268
cg27203184,0.60892553,0.610863398,0.073965242,0.526760414,0.238913915,0.167406837,0.157299402,0.073554563
cg27216076,0.48230554,0.583153507,0.748195831,0.898344758,0.896962636,0.921565726,0.736268865,0.466973211
cg27237671,0.926265573,0.937357604,0.955557493,0.955849315,0.908939103,0.774239503,0.769237311,0.938415708
cg27300647,0.328173086,0.473078313,0.11391263,0.270468038,0.183665426,0.406275998,0.410376408,0.083706254
cg27333706,0.479229269,0.49405568,0.613539981,0.84786425,0.797081474,0.946118078,0.039600776,0.916810396
cg27333886,0.282619946,0.042904224,0.261863579,0.037794675,0.089306881,0.082763065,0.29285709,0.378665702
cg27345989,0.856945212,0.935865884,0.236084451,0.471211217,0.069087729,0.384706111,0.088367249,0.327065762
cg27361914,0.703552364,0.640329683,0.638398767,0.684967022,0.695193386,0.52934691,0.540344678,0.646842592
cg27366882,0.424365954,0.244211388,0.278199809,0.31378921,0.79403764,0.738760479,0.657486769,0.236797381
cg27370104,0.572332376,0.891862972,0.590065296,0.683165169,0.879756093,0.914357153,0.663815361,0.866024001
cg27375286,0.176895767,0.096027772,0.13095907,0.100274125,0.026524798,0.053876351,0.099923512,0.068911443
cg27396056,0.903032258,0.939924322,0.491565206,0.493696885,0.804357094,0.539816752,0.39962683,0.485969455
cg27398720,0.051289481,0.040805042,0.096307088,0.055030102,0.079078469,0.02310856,0.323821327,0.063572562
cg27416898,0.435384548,0.034048679,0.511409009,0.397130415,0.421570403,0.044072583,0.328725637,0.441618167
cg27427491,0.254717474,0.154904167,0.605763159,0.582277699,0.696442316,0.951587292,0.37036754,0.634843295
cg27454412,0.917724871,0.983970086,0.93255982,0.973306611,0.947386115,0.753959511,0.975578967,0.978133841
cg27480580,0.630693263,0.920392032,0.823497603,0.925160937,0.716616457,0.79947053,0.319689234,0.89663529
cg27485402,0.112824617,0.061915545,0.108089519,0.090473327,0.042385878,0.045797741,0.086022692,0.064659696
cg27493010,0.824471984,0.91949156,0.938079263,0.949285944,0.529812247,0.936163886,0.932013147,0.927277584
cg27496296,0.672874366,0.900439344,0.277800431,0.772395107,0.498719137,0.891117111,0.160841097,0.594360272
cg27571374,0.534175639,0.6710561,0.796937216,0.85875882,0.746278101,0.915191433,0.573739795,0.930111604
cg27620317,0.633873426,0.903309601,0.852326511,0.942185848,0.805473379,0.932699272,0.387810462,0.937175997
