Labels,UA L 1,UA  L 2,UB L 3,UB 4,UB L -1,UA L -2,UA L -3,UB L -4
cg24345747,0.527550807,0.525170553,0.378786869,0.585307812,0.53908157,0.56083178,0.595778569,0.535985585
cg24358846,0.892307603,0.895709738,0.909275129,0.914361025,0.901457771,0.895193795,0.884032812,0.906734594
cg24395504,0.84452462,0.860502019,0.70447987,0.843246144,0.821220863,0.797019017,0.886648185,0.830578082
cg24421906,0.495400883,0.907257879,0.55494027,0.68859532,0.596652747,0.914906071,0.732517329,0.503302382
cg24429310,0.067609214,0.5024021,0.552981032,0.3408278,0.467361965,0.369076404,0.345562703,0.567445582
cg24460268,0.629581363,0.650076125,0.637462029,0.586311346,0.611644755,0.588664675,0.58954162,0.510214974
cg24482350,0.522053955,0.459607052,0.647641926,0.622305353,0.602748709,0.535079175,0.536404133,0.556457103
cg24496563,0.246808834,0.519810868,0.088260692,0.143808211,0.212361185,0.489666385,0.575672205,0.091505404
cg24512973,0.926828146,0.924438988,0.940488359,0.945735483,0.93229616,0.922141753,0.939967256,0.934071577
cg24542929,0.801085317,0.929198135,0.811374247,0.908806928,0.915893726,0.887970678,0.924074183,0.898393356
cg24576358,0.50525077,0.672689035,0.640416187,0.630215843,0.676915622,0.651120177,0.700143995,0.558280101
cg24581226,0.041813978,0.026456296,0.032399554,0.028494141,0.038782873,0.033664824,0.035251745,0.030158353
cg24585203,0.623561006,0.579850357,0.399785542,0.570165032,0.579266518,0.617725002,0.657385529,0.547348043
cg24601559,0.062661756,0.117715715,0.049975957,0.073573847,0.062604709,0.066679147,0.077698876,0.057359204
cg24617313,0.592170662,0.608631568,0.617592768,0.59392467,0.613786044,0.632572751,0.698787869,0.655649695
cg24624505,0.921411739,0.942889832,0.769185675,0.921455935,0.919347672,0.944823051,0.939513931,0.90957762
cg24631482,0.754522782,0.922056496,0.421865257,0.507500319,0.450682333,0.918308621,0.928886529,0.453035731
cg24642523,0.933075658,0.935647537,0.947837358,0.935155573,0.947335869,0.945140522,0.947344358,0.942380511
cg24670552,0.771754403,0.924501724,0.904577978,0.940830683,0.936961867,0.928965442,0.962272002,0.916422285
cg24687529,0.70396754,0.411623479,0.223711611,0.346687943,0.048276683,0.779689401,0.522627495,0.318344856
cg24691910,0.493468826,0.607856138,0.701480599,0.534853769,0.714543789,0.528436537,0.491916866,0.463756662
cg24702253,0.804920722,0.863276925,0.610679212,0.56876399,0.632906832,0.619633535,0.670567874,0.556022145
cg24733637,0.377362187,0.140249921,0.376420384,0.359273607,0.359025797,0.186735176,0.377106826,0.328715523
cg24754277,0.777140398,0.936896254,0.914236297,0.918409396,0.905058861,0.833243303,0.918262871,0.918149961
cg24776142,0.444556372,0.67003712,0.365948098,0.195795617,0.389270095,0.453582598,0.794127795,0.457314119
cg24834889,0.885727127,0.918786965,0.902647941,0.908748511,0.93213579,0.921286567,0.907751498,0.929927767
cg24843346,0.336882296,0.392480174,0.038616031,0.046438473,0.075867475,0.234965258,0.347899196,0.035209832
cg24854704,0.380517687,0.399142956,0.44461623,0.554307482,0.564044387,0.344103146,0.36264286,0.540346585
cg24865779,0.712795946,0.892789981,0.853914922,0.892228864,0.918729763,0.884211049,0.911974564,0.881088018
cg24869601,0.58852339,0.570645534,0.519083258,0.477515881,0.474562092,0.543928452,0.527704486,0.454978619
cg24907011,0.498895595,0.627628794,0.346010222,0.131436434,0.337944918,0.599139032,0.595368492,0.053490923
cg24907270,0.070231525,0.416393143,0.178657678,0.060634947,0.117307741,0.133440275,0.15225658,0.651286725
cg24920358,0.913553618,0.931222234,0.92981763,0.776511374,0.92078804,0.938056034,0.94671381,0.91875936
cg24928110,0.894097238,0.950227429,0.944513457,0.924926846,0.942891509,0.944515031,0.94784946,0.963187546
cg24961795,0.605570332,0.77523665,0.600397895,0.615164331,0.72510968,0.717250755,0.72757305,0.433718767
cg24969520,0.023259245,0.124269729,0.233764698,0.442385898,0.430195047,0.022268887,0.04110372,0.432445528
cg25023298,0.611665724,0.607430194,0.593048485,0.596246823,0.598501211,0.581722476,0.631700458,0.572414636
cg25025879,0.905964828,0.817423965,0.646698736,0.779477201,0.88413494,0.919204766,0.907988462,0.84142856
cg25043559,0.900938322,0.902983673,0.918094089,0.886891571,0.890392099,0.90235749,0.917069193,0.887284102
cg25048985,0.036527025,0.340217072,0.031719137,0.049469143,0.049365929,0.188111765,0.369805199,0.027246272
cg25090994,0.35574668,0.483240315,0.288502344,0.43978105,0.260222925,0.091947739,0.488799994,0.267193475
cg25123266,0.428767944,0.949053256,0.727861143,0.731387272,0.78564416,0.795813073,0.936938154,0.880007603
cg25130385,0.635303212,0.619978491,0.867228088,0.906742657,0.803396034,0.508998001,0.890557598,0.905389446
cg25206536,0.763596872,0.831897574,0.809873814,0.884701912,0.890508619,0.747170236,0.713499395,0.906150027
cg25223285,0.071593348,0.100656866,0.05284307,0.082214514,0.07377333,0.047910925,0.06592837,0.063640361
cg25262528,0.919606073,0.943364906,0.948522984,0.93481795,0.919392833,0.925431906,0.906091579,0.900409694
cg25264265,0.643622126,0.691569835,0.418811975,0.438256989,0.415755763,0.349808952,0.616666158,0.285389412
cg25299750,0.66182999,0.951801838,0.945878554,0.907670301,0.848898596,0.947251529,0.900450559,0.914512726
cg25309343,0.290193048,0.600862462,0.559537678,0.598766223,0.586006191,0.377197614,0.588193993,0.554946593
cg25340403,0.460789073,0.46977963,0.148596298,0.28779313,0.215663845,0.319654525,0.331578325,0.326854464
cg25340688,0.57729939,0.602762293,0.476748846,0.482411251,0.47114077,0.631669667,0.632020042,0.554530157
cg25350411,0.301482727,0.295486511,0.293867774,0.274736704,0.263173808,0.232982524,0.223268438,0.228818831
cg25352397,0.099164062,0.059290355,0.064049763,0.080079048,0.044637453,0.080719957,0.054470561,0.063235156
cg25390165,0.53640299,0.53275487,0.495326266,0.541839817,0.465268806,0.523267055,0.506700902,0.542942244
cg25477813,0.369034181,0.508092241,0.471766921,0.692560565,0.489929466,0.528256272,0.521330888,0.663780858
cg25526039,0.776425174,0.714770646,0.912631158,0.893399691,0.932519784,0.937142847,0.653056616,0.911240461
cg25560247,0.252417944,0.587338616,0.474469112,0.687902795,0.893299938,0.289111934,0.373776817,0.836684075
cg25629418,0.107260485,0.344754567,0.34921917,0.612491626,0.497746485,0.334951928,0.341249817,0.472549979
cg25634141,0.420239204,0.282901109,0.180060085,0.39152896,0.295631331,0.249645544,0.266897682,0.388580378
cg25652454,0.934024921,0.937707889,0.87079232,0.842422197,0.950708208,0.774553709,0.926834739,0.925362602
cg25652742,0.62580267,0.825599741,0.917202563,0.74648178,0.848508487,0.842229178,0.858837445,0.877898614
cg25742326,0.781851359,0.734691655,0.227637163,0.617111206,0.764291196,0.627318262,0.359464613,0.751907483
cg25771195,0.403571695,0.647659174,0.419572081,0.874574948,0.535555224,0.387452937,0.62612222,0.385427121
cg25786696,0.908874488,0.947330522,0.880262256,0.919698531,0.913599587,0.932515672,0.928041918,0.893963176
cg25801742,0.345515079,0.416613609,0.460181608,0.434701771,0.404430936,0.373499119,0.359825212,0.379379096
cg25815440,0.493850112,0.573359431,0.289495624,0.31350234,0.277259369,0.295195881,0.390313106,0.129542091
cg25877436,0.384998724,0.36032139,0.55182745,0.409845874,0.383189433,0.515120211,0.538187282,0.327576181
cg25914921,0.575245631,0.903749386,0.433594652,0.437163929,0.47601702,0.593869034,0.890887005,0.373599767
cg25986202,0.448305427,0.859471936,0.359141895,0.437231519,0.261174399,0.406195547,0.869189338,0.247056871
cg26064535,0.82793433,0.486580333,0.810590069,0.850801085,0.898523631,0.888838941,0.545565141,0.887614401
cg26090062,0.927976488,0.934470218,0.937144442,0.942571659,0.817820617,0.883339912,0.791231018,0.891339934
cg26116639,0.882471211,0.899101854,0.874663703,0.907086485,0.908003744,0.908139053,0.912934465,0.90409151
cg26127836,0.896917096,0.913601507,0.901937979,0.712695651,0.91099607,0.887717368,0.901347973,0.881418153
cg26143719,0.245749474,0.314018163,0.162168501,0.307191835,0.234743228,0.32880603,0.365967506,0.117417066
cg26148377,0.503201436,0.770658439,0.510252587,0.745289338,0.799647439,0.534080974,0.754386287,0.661173739
cg26154714,0.02639612,0.502871536,0.485045552,0.517997074,0.447739275,0.031786424,0.034661962,0.448627667
cg26172504,0.487815503,0.668207397,0.656591424,0.655454699,0.662722592,0.683202126,0.706993286,0.863802206
cg26195495,0.381093481,0.556716725,0.722253307,0.439618116,0.573409539,0.353560242,0.389736915,0.400830624
cg26224060,0.886958553,0.938111651,0.911653448,0.906096665,0.917985238,0.940045739,0.944243867,0.884590065
cg26234900,0.159112811,0.230651712,0.102229575,0.107319226,0.069490772,0.096967189,0.220948839,0.252488569
cg26239297,0.895850931,0.870402402,0.809113234,0.794948745,0.831603804,0.794932361,0.900260516,0.636991583
cg26250400,0.558321128,0.479851638,0.481805273,0.321280224,0.344411677,0.523019732,0.686397931,0.345002833
cg26262055,0.447061351,0.454735991,0.574682244,0.445574916,0.432521959,0.426675658,0.405581082,0.423478508
cg26270695,0.127401911,0.929012861,0.65845791,0.71308966,0.797681036,0.80943238,0.780412091,0.924383816
cg26313699,0.059312954,0.039643337,0.039216879,0.051475476,0.040056541,0.040418075,0.053174742,0.033509888
cg26338947,0.317112388,0.536009618,0.496030648,0.331091997,0.43074327,0.420691035,0.472022583,0.349176517
cg26527457,0.067235648,0.365685737,0.349585849,0.339180978,0.322018952,0.243218149,0.3379998,0.367576579
cg26536593,0.045240574,0.047816828,0.036746297,0.032151894,0.117610927,0.04407389,0.03227092,0.054032101
cg26539631,0.57124857,0.730375337,0.887410534,0.725096752,0.703490877,0.617950848,0.897390973,0.914943155
cg26639479,0.694087345,0.901690947,0.858603854,0.846597479,0.885628995,0.885297442,0.90729628,0.884231276
cg26667586,0.865788627,0.65277129,0.544343656,0.508545942,0.469614121,0.849913431,0.870283063,0.504264372
cg26681628,0.356711696,0.414746905,0.277326171,0.301636352,0.384847914,0.396064328,0.383382805,0.138786905
cg26707664,0.093061738,0.583588594,0.58466914,0.646606313,0.589734986,0.562406096,0.316904989,0.57578049
cg26725201,0.457720354,0.435280275,0.430394381,0.424905838,0.386852708,0.377971775,0.393119876,0.426442152
cg26734888,0.970638406,0.974743647,0.975514415,0.974110661,0.953293325,0.963055371,0.965043541,0.953001316
cg26750617,0.876749762,0.908917653,0.805332321,0.892767643,0.892107352,0.924163654,0.918332788,0.901248722
cg26750927,0.543082604,0.767189615,0.814277064,0.796848673,0.731594169,0.613496087,0.757946049,0.814576755
cg26779676,0.090390444,0.027651395,0.035126044,0.024872967,0.045787822,0.05096567,0.045649006,0.054561496
cg26802564,0.038692482,0.510393049,0.046089983,0.040900625,0.040491427,0.600598073,0.537466377,0.03973901
cg26850624,0.539056465,0.775925645,0.469069433,0.474228228,0.476905721,0.403774444,0.579312142,0.42472211
cg26857315,0.182396433,0.61489905,0.504439766,0.243550527,0.340046091,0.365288486,0.532341283,0.323230309
cg26896946,0.535211779,0.559668673,0.462295161,0.477552447,0.474187802,0.557897758,0.583660261,0.562562348
cg26924440,0.658836268,0.564111842,0.355062159,0.707405213,0.696535584,0.633276071,0.777889379,0.813356328
cg26960833,0.420052847,0.404622744,0.055241812,0.083011541,0.208646024,0.503514202,0.333679611,0.067689467
cg26985203,0.284462794,0.131272983,0.034708244,0.176236477,0.068617729,0.064165761,0.085671945,0.099240753
cg26992600,0.570273011,0.941770867,0.925769108,0.634417233,0.635141874,0.662892141,0.9056029,0.66563163
cg27039625,0.956624264,0.960756396,0.959772028,0.952782463,0.947018134,0.958393377,0.947435807,0.945094568
cg27130359,0.858992378,0.890246266,0.693028215,0.794940154,0.787963511,0.803597835,0.720264721,0.617710686
cg27134767,0.466350368,0.407003844,0.603127907,0.388328804,0.54016491,0.526011015,0.568547448,0.567872515
cg27177158,0.333638619,0.46453359,0.468867449,0.712271029,0.406760047,0.296222086,0.235638907,0.687944407
cg27200630,0.279722043,0.632443532,0.336470428,0.196444638,0.364650199,0.385800566,0.669820878,0.167757014
cg27203184,0.890435835,0.782624009,0.653007689,0.426714187,0.820809747,0.782768497,0.699027517,0.849841968
cg27216076,0.19243231,0.139757413,0.400453539,0.337979803,0.126278973,0.041778569,0.053521178,0.237363259
cg27237671,0.41243816,0.193100747,0.583987558,0.605046225,0.621115406,0.36334845,0.321333908,0.662869302
cg27300647,0.908413442,0.930501643,0.916784145,0.912791129,0.903477815,0.803548256,0.910152385,0.919021958
cg27333706,0.479068797,0.577434912,0.525662833,0.439008289,0.329149508,0.416167466,0.485274466,0.091235438
cg27333886,0.04334382,0.309187359,0.035146184,0.065842961,0.165788123,0.287649421,0.376400175,0.049734582
cg27345989,0.912526954,0.917519453,0.414003612,0.379864834,0.486967287,0.802680491,0.930500808,0.406902867
cg27361914,0.6723033,0.948820809,0.452536607,0.39593135,0.382824153,0.904360258,0.945874333,0.447694001
cg27366882,0.370741265,0.454913751,0.518574366,0.545982888,0.613136489,0.418741662,0.462824829,0.834963371
cg27370104,0.744891938,0.855053929,0.820977165,0.8320767,0.741683466,0.849094373,0.888672425,0.827041161
cg27375286,0.118437142,0.14893709,0.099057917,0.102811253,0.088287543,0.084645124,0.111814294,0.131647684
cg27396056,0.421802675,0.42463164,0.417505979,0.612414541,0.623135182,0.456526804,0.37751233,0.507101173
cg27398720,0.36605531,0.447628462,0.445714567,0.248165454,0.364614182,0.365701181,0.451408968,0.300166254
cg27416898,0.3294525,0.561406403,0.26681323,0.23169546,0.18556864,0.395663877,0.455442105,0.157531826
cg27427491,0.354439744,0.913040351,0.601085377,0.666333113,0.654807051,0.61802923,0.681702541,0.658757147
cg27454412,0.959787255,0.981095551,0.975892315,0.980245201,0.9752048,0.972798397,0.971742577,0.969164234
cg27480580,0.056417303,0.073360954,0.757610869,0.601162432,0.753562109,0.114194278,0.217440301,0.80284702
cg27485402,0.401492306,0.41937596,0.427784391,0.44002925,0.305016261,0.469382157,0.350987917,0.394374647
cg27493010,0.94053072,0.825852804,0.924527271,0.920590424,0.931654644,0.92696523,0.932554086,0.9209321
cg27496296,0.147175112,0.310409973,0.079953119,0.115591877,0.142276579,0.213278296,0.120791467,0.115664938
cg27571374,0.80255196,0.894445092,0.755273631,0.672867351,0.700742442,0.761331414,0.947524092,0.898242997
cg27620317,0.873962226,0.913418708,0.915178817,0.914923809,0.92470101,0.631129808,0.927125906,0.932637786
