Labels,SA LL 1,SA LL 2,SA LL 5,SA LL 6,SB LL 3,SB LL 4,SB LL 7,SB LL 8
cg24345747,0.229234111,0.551804171,0.130480934,0.476429616,0.467933646,0.11156646,0.044931656,0.352364555
cg24358846,0.024917193,0.052717759,0.146011174,0.020994515,0.055421906,0.153973726,0.103136554,0.030559128
cg24395504,0.804720116,0.736228403,0.740443284,0.797412521,0.634684179,0.67218146,0.466261773,0.720014148
cg24421906,0.070977579,0.032352931,0.064235522,0.034911483,0.024380352,0.03135654,0.230498148,0.08536971
cg24429310,0.118798152,0.068572351,0.212043738,0.141264968,0.107642495,0.118986757,0.229613469,0.087355949
cg24460268,0.088609657,0.5368845,0.073314271,0.042029047,0.21690128,0.112053765,0.577648483,0.094592568
cg24482350,0.096653582,0.103478635,0.135330367,0.102129928,0.047522773,0.039846969,0.025914872,0.033923384
cg24496563,0.654787027,0.933041502,0.568465789,0.450374052,0.194376839,0.069850532,0.184843831,0.487383153
cg24512973,0.105044527,0.094770465,0.187010154,0.261184603,0.145375867,0.153446003,0.278017748,0.278063648
cg24542929,0.221344402,0.271611625,0.264327161,0.070114998,0.471370298,0.216205286,0.093929989,0.621158557
cg24576358,0.020004096,0.064018113,0.212803044,0.333562246,0.11802807,0.111822682,0.333218608,0.110301511
cg24581226,0.373462517,0.599109653,0.686805378,0.445626501,0.638997282,0.675233381,0.201359677,0.595965546
cg24585203,0.02913261,0.044721174,0.058030821,0.250877437,0.478645305,0.440394548,0.454628019,0.492852757
cg24601559,0.851115317,0.868566451,0.896654777,0.855616277,0.893399453,0.708214954,0.798107589,0.887039828
cg24617313,0.962667834,0.939170678,0.873278983,0.764291103,0.92775724,0.921832577,0.892722908,0.969411602
cg24624505,0.059537862,0.047827707,0.110433429,0.069543037,0.035094718,0.046338429,0.053651709,0.036602931
cg24631482,0.019411197,0.020869044,0.016095256,0.024050832,0.413405622,0.422314657,0.066809455,0.226504604
cg24642523,0.965223293,0.945228793,0.899359052,0.478848811,0.385532888,0.416186639,0.650723421,0.656116449
cg24670552,0.084057063,0.149896515,0.237943997,0.073527799,0.091928768,0.196818841,0.155395637,0.081214165
cg24687529,0.471490717,0.532924088,0.54169257,0.814575291,0.550802334,0.533777583,0.673942202,0.602804572
cg24691910,0.300721385,0.345310526,0.315057514,0.206546878,0.378856615,0.092282436,0.376998312,0.16548372
cg24702253,0.516971496,0.092797628,0.37885029,0.431659845,0.515448235,0.495223722,0.459016658,0.771387028
cg24733637,0.064341598,0.115208434,0.159594321,0.575950887,0.819338759,0.895711245,0.133073738,0.572676488
cg24754277,0.142941038,0.280589302,0.106531777,0.748564465,0.158119677,0.086817083,0.203581356,0.176141331
cg24776142,0.246642863,0.145396452,0.489025674,0.429114619,0.515054866,0.592300192,0.276965809,0.158955261
cg24834889,0.503050133,0.430870934,0.50493328,0.522212051,0.372584914,0.545649428,0.383350072,0.492520132
cg24843346,0.614792246,0.504447436,0.504798372,0.071657002,0.44963446,0.555595994,0.732676243,0.711150694
cg24854704,0.130076376,0.075106398,0.244866568,0.089162649,0.110991767,0.113583772,0.041391988,0.108266509
cg24865779,0.045039932,0.036246299,0.04323511,0.036948487,0.03031886,0.038877502,0.170009573,0.091755533
cg24869601,0.017659198,0.017455443,0.033733961,0.014793763,0.014481787,0.012907049,0.04884537,0.021487874
cg24907011,0.573927322,0.671726155,0.893533739,0.938718818,0.498122211,0.5391022,0.401925971,0.916636783
cg24907270,0.422660002,0.071596874,0.343793783,0.750603077,0.118625668,0.063090274,0.562619144,0.177794223
cg24920358,0.781610341,0.67075871,0.650578104,0.134320747,0.600351919,0.696219101,0.171487108,0.35745634
cg24928110,0.425508466,0.489576358,0.515845078,0.42115155,0.412769566,0.523202741,0.304954682,0.532979565
cg24961795,0.062044913,0.079521513,0.170255916,0.074819873,0.159217954,0.097441158,0.149942586,0.428339164
cg24969520,0.015871938,0.035531283,0.095381282,0.026380303,0.061976567,0.271369895,0.293407151,0.036309625
cg25023298,0.008474601,0.023693189,0.120628948,0.008976548,0.017197069,0.024628495,0.009601952,0.008239031
cg25025879,0.704800016,0.507565468,0.517388768,0.704566939,0.521134284,0.55573989,0.124977602,0.166875892
cg25043559,0.016470263,0.021058257,0.081410624,0.018088249,0.13225493,0.137624086,0.224931998,0.137858182
cg25048985,0.4325332,0.490050642,0.468101544,0.441523902,0.450436379,0.4878597,0.343385561,0.95268281
cg25090994,0.019682719,0.055247644,0.122675346,0.3923179,0.938362245,0.925780533,0.763277749,0.656157112
cg25123266,0.917668753,0.924534604,0.892156838,0.73054202,0.648946398,0.574960202,0.463769295,0.511002289
cg25130385,0.026374355,0.035849055,0.09401802,0.025253304,0.035078158,0.052789865,0.053551848,0.051431428
cg25206536,0.397168352,0.343144247,0.370532542,0.90529221,0.494633401,0.35790348,0.691659237,0.600233413
cg25223285,0.446530028,0.452294882,0.502464621,0.469119679,0.442875286,0.4666926,0.505322889,0.233865501
cg25262528,0.062249506,0.101441578,0.115221828,0.175402774,0.062277297,0.067145714,0.158146366,0.177065635
cg25264265,0.045312615,0.041456967,0.040343673,0.04145233,0.045650242,0.03184641,0.068739615,0.039029625
cg25299750,0.020581518,0.014118174,0.103150449,0.030902832,0.018646556,0.085286207,0.03659318,0.016705093
cg25309343,0.045091008,0.061862935,0.12863387,0.105220505,0.070175269,0.083579858,0.04336289,0.029486613
cg25340403,0.667609279,0.723843333,0.426007856,0.461501377,0.523116184,0.477247344,0.18678086,0.227660939
cg25340688,0.556802772,0.53748403,0.583882415,0.499213707,0.525469538,0.595258027,0.524652377,0.284803909
cg25350411,0.367123761,0.478155771,0.575090206,0.723729789,0.547473647,0.438834617,0.712049917,0.415263694
cg25352397,0.042916635,0.050668333,0.114891706,0.063177665,0.106629935,0.336927,0.050379097,0.13451338
cg25390165,0.76237539,0.819669968,0.899264596,0.798972355,0.831605141,0.804004963,0.889888001,0.82543573
cg25477813,0.924593653,0.610317482,0.902214732,0.715027883,0.594236473,0.518676721,0.598042592,0.685949579
cg25526039,0.30642954,0.515364125,0.865544977,0.737138817,0.259270662,0.1641791,0.692096135,0.12502493
cg25560247,0.513746521,0.212640164,0.363101289,0.50026434,0.720678748,0.496502065,0.337843006,0.630046354
cg25629418,0.556302135,0.480101776,0.446141241,0.632919591,0.517593764,0.515295622,0.689595623,0.54476397
cg25634141,0.038963826,0.079474168,0.147637166,0.15350084,0.064558267,0.146639762,0.111581978,0.053541095
cg25652454,0.305774246,0.095866451,0.156840068,0.111356599,0.108604437,0.069332548,0.090105593,0.221811477
cg25652742,0.651016845,0.395240112,0.488317342,0.464358401,0.177579129,0.508884264,0.441241399,0.226166207
cg25742326,0.747032348,0.103203868,0.79141532,0.548670401,0.39568123,0.225458251,0.291912447,0.253557505
cg25771195,0.159659851,0.14938787,0.159592415,0.08271063,0.509144472,0.471496035,0.672814951,0.421692903
cg25786696,0.265320183,0.460285373,0.422751849,0.22296555,0.805051871,0.71040653,0.290407059,0.21977503
cg25801742,0.229618482,0.346750665,0.354163871,0.185325283,0.225115953,0.27383655,0.069624848,0.083123792
cg25815440,0.548738283,0.354264799,0.497902789,0.639399127,0.322217802,0.262929312,0.627792672,0.128769986
cg25877436,0.084691177,0.045836368,0.092098006,0.093120676,0.066203906,0.043818682,0.153808117,0.110535484
cg25914921,0.415904657,0.479746975,0.511725084,0.395903189,0.715397383,0.890016476,0.944529355,0.916502433
cg25986202,0.894122038,0.93624659,0.715116376,0.830660254,0.902861158,0.931806391,0.860767405,0.925505843
cg26064535,0.095314582,0.065529542,0.315025635,0.11912453,0.176478299,0.069446735,0.042218194,0.472566933
cg26090062,0.877092196,0.926234553,0.645332103,0.711512183,0.588946028,0.633423899,0.673922127,0.12090407
cg26116639,0.933532837,0.738600849,0.930787499,0.034973723,0.572324377,0.639796736,0.172102943,
cg26127836,0.465841182,0.89968156,0.871123981,0.938465487,0.846668073,0.838011186,0.539987104,0.909835668
cg26143719,0.209130352,0.139227442,0.282459985,0.249759433,0.09052473,0.195563154,0.147661407,0.195461451
cg26148377,0.079908136,0.215874017,0.254008761,0.12831747,0.138427629,0.094711375,0.188764381,0.074783677
cg26154714,0.758002138,0.654442554,0.812039258,0.759737872,0.640993055,0.775658539,0.283117879,0.220455429
cg26172504,0.09942849,0.074521056,0.473888626,0.162617279,0.425879192,0.43626298,0.506500575,0.112195474
cg26195495,0.369543921,0.159779122,0.298510098,0.352518955,0.076445533,0.101841806,0.19617755,0.202583595
cg26224060,0.021626739,0.022429668,0.026404235,0.051579543,0.038139563,0.02635619,0.021647587,0.115316363
cg26234900,0.051263499,0.083193528,0.102566793,0.055247482,0.075160993,0.035583351,0.166516154,0.034776396
cg26239297,0.174917108,0.091684828,0.108743484,0.490899565,0.185450577,0.421355723,0.511837519,0.511235853
cg26250400,0.228122875,0.273116593,0.185928353,0.542304171,0.282525953,0.575149601,0.70392469,0.105816024
cg26262055,0.029451598,0.050750377,0.077894457,0.062239336,0.550687525,0.55838279,0.64607341,0.241606067
cg26270695,0.164768458,0.070744585,0.257373752,0.127039534,0.087479619,0.405792921,0.115185394,0.102700334
cg26313699,0.431807943,0.513857323,0.461944936,0.536111735,0.438983001,0.493445487,0.636206751,0.445068209
cg26338947,0.055148672,0.08226866,0.133881928,0.244581075,0.062704317,0.070656908,0.090544805,0.139368012
cg26527457,0.042863106,0.068928316,0.100526884,0.042307462,0.115561594,0.055658809,0.222363055,0.081601711
cg26536593,0.077547231,0.164330778,0.114285329,0.117963457,0.18338619,0.082977494,0.135007821,0.239059747
cg26539631,0.562143459,0.563563641,0.638024524,0.881356177,0.833390389,0.621662929,0.154741565,0.137495338
cg26639479,0.079994822,0.219575177,0.448646301,0.250619231,0.369649339,0.299891608,0.049637698,0.167336458
cg26667586,0.814957452,0.497903746,0.454383303,0.575743445,0.205354149,0.510859182,0.157901462,0.05882115
cg26681628,0.672368447,0.580476459,0.659133048,0.104602812,0.167147612,0.13975144,0.146472906,0.099357156
cg26707664,0.112291203,0.280628912,0.194804813,0.292992329,0.204833204,0.145504633,0.227709752,0.456465463
cg26725201,0.022399748,0.017834006,0.015184455,0.022536246,0.019483895,0.015712141,0.172514447,0.056217131
cg26734888,0.349445803,0.362187377,0.520349788,0.380309419,0.393180233,0.507390532,0.131838536,0.196419896
cg26750617,0.43113318,0.430053816,0.477553087,0.384949752,0.439532614,0.514101629,0.738675984,0.188235729
cg26750927,0.574794878,0.548610833,0.548057643,0.792768263,0.532717605,0.372980856,0.777483774,0.956009774
cg26779676,0.596069939,0.60662035,0.637245246,0.729878091,0.916939902,0.836434851,0.816438658,0.869664066
cg26802564,0.659217559,0.541111569,0.524568619,0.051008269,0.039933521,0.190856385,0.065480125,0.060328462
cg26850624,0.087699458,0.223861062,0.23458899,0.140773277,0.151012416,0.215981298,0.57878669,0.060953337
cg26857315,0.101848329,0.271498089,0.252711419,0.367277366,0.715439601,0.509622623,0.285492184,0.382543192
cg26896946,0.528338238,0.482668695,0.57294648,0.476992042,0.549157556,0.556249713,0.663197252,0.387831187
cg26924440,0.819904955,0.943113659,0.940627432,0.904655849,0.951668866,0.937979256,0.666291938,0.925299948
cg26960833,0.431112969,0.077845145,0.419399223,0.222212255,0.52723451,0.417319021,0.725536157,0.543213789
cg26985203,0.935075688,0.929419002,0.675138268,0.541888259,0.910971773,0.48023895,0.717939582,0.928652298
cg26992600,0.070516922,0.100416494,0.056280851,0.062343483,0.038963142,0.081156948,0.071799708,0.101858066
cg27039625,0.076868524,0.106335658,0.134971824,0.06534331,0.065889004,0.101918217,0.149943122,0.074715488
cg27130359,0.454643332,0.499304053,0.383763215,0.424644884,0.379955045,0.468345996,0.231460749,0.413139181
cg27134767,0.26601837,0.083488065,0.167764022,0.292053491,0.444429453,0.109298086,0.329948703,0.191725278
cg27177158,0.07089043,0.291114386,0.07728781,0.253109464,0.056432893,0.039233599,0.141366133,0.043665963
cg27200630,0.079816883,0.301960114,0.262966035,0.087170233,0.170564847,0.131531711,0.228224361,0.214379411
cg27203184,0.563978751,0.431797902,0.608646435,0.435536722,0.24189256,0.147758102,0.221734844,0.730706748
cg27216076,0.029445492,0.464209641,0.028354227,0.089943158,0.036103154,0.02968979,0.046584561,0.048616927
cg27237671,0.795476118,0.669730987,0.735727809,0.893115055,0.951013933,0.526368677,0.712856133,0.352576969
cg27300647,0.861601068,0.893369462,0.8673772,0.844676355,0.917642237,0.879322699,0.952612637,0.933251909
cg27333706,0.8327021,0.899369866,0.860778792,0.911295124,0.126463879,0.065881772,0.113399067,0.619928822
cg27333886,0.375885383,0.081334529,0.090808559,0.082038162,0.069530808,0.061759641,0.251124376,0.091183654
cg27345989,0.461490832,0.544100868,0.28834293,0.5117523,0.315926935,0.415718746,0.466342733,0.475866211
cg27361914,0.058293464,0.065756325,0.124094344,0.078409738,0.069879664,0.035478799,0.171390971,0.372548772
cg27366882,0.241830019,0.523397952,0.652755124,0.380487422,0.311103958,0.439013193,0.479982837,0.511352974
cg27370104,0.197783564,0.150589743,0.175678288,0.141476027,0.328754034,0.199207128,0.141103594,0.126326443
cg27375286,0.370206197,0.414494193,0.257491786,0.43864379,0.092230972,0.139416542,0.148169125,0.073762914
cg27396056,0.458618426,0.579086009,0.511714589,0.122653351,0.479176202,0.538786161,0.432457516,0.543548288
cg27398720,0.357690901,0.382702321,0.564283257,0.743331198,0.487913334,0.384580092,0.417404437,0.32283883
cg27416898,0.520231819,0.534875671,0.525515673,0.06906513,0.168063037,0.065918752,0.046491057,0.651892961
cg27427491,0.455146221,0.156592056,0.357701815,0.06988259,0.078901636,0.206235505,0.141869812,0.108368168
cg27454412,0.056425835,0.03424279,0.115396084,0.027938336,0.02609105,0.092859346,0.250434846,0.052969397
cg27480580,0.118409309,0.047976156,0.08691862,0.096858347,0.070190867,0.067423421,0.215107713,0.156003246
cg27485402,0.850376133,0.535591848,0.788967917,0.481531217,0.092978517,0.044819553,0.021938761,0.123722407
cg27493010,0.912137845,0.915734985,0.859080943,0.859472254,0.923141115,0.913525196,0.947404686,0.901789489
cg27496296,0.120334063,0.104824334,0.095737269,0.443403802,0.136570665,0.11677402,0.067495062,0.100093254
cg27571374,0.282766074,0.539019494,0.459814017,0.540652387,0.337717154,0.292401408,0.08491786,0.367701766
cg27620317,0.794600219,0.882673603,0.765668985,0.90948494,0.58863291,0.272680007,0.457876175,0.790864139
