Labels,MA1,MA2,MA3,MA4,MB1,MB2,MB3,MB4
cg24345747,0.609889452,0.882769666,0.542142683,0.888520314,0.899028435,0.847637052,0.873700404,0.910856481
cg24358846,0.509219263,0.677496534,0.681503356,0.6726752,0.508567429,0.635231019,0.626302854,0.563735585
cg24395504,0.22116909,0.287815264,0.438808168,0.221661812,0.384128963,0.426874622,0.253262222,0.29189196
cg24421906,0.036704119,0.084191618,0.034315656,0.03121595,0.487993876,0.351800437,0.470525041,0.036937268
cg24429310,0.070335088,0.349388101,0.037429056,0.039411764,0.532400098,0.640231863,0.730788124,0.800707456
cg24460268,0.538333194,0.840262421,0.532285054,0.509902863,0.585619199,0.454732386,0.591677049,0.36316806
cg24482350,0.082295165,0.115877212,0.058871259,0.05999304,0.662335829,0.200861832,0.879835028,0.704891494
cg24496563,0.360838244,0.260387227,0.467273339,0.276962673,0.483842407,0.702004383,0.45045915,0.943732883
cg24512973,0.377545915,0.468957663,0.495877929,0.221160077,0.204462585,0.231023092,0.250876487,0.407517252
cg24542929,0.627631842,0.146005127,0.52747703,0.346189581,0.436780139,0.457035521,0.246443986,0.4632226
cg24576358,0.421575846,0.243644758,0.252288367,0.4200763,0.152676174,0.24688634,0.261694863,0.121166543
cg24581226,0.029637039,0.0335858,0.024005179,0.039630784,0.042454061,0.048740731,0.032509716,0.030282991
cg24585203,0.472357592,0.501667501,0.256637656,0.481855869,0.136662706,0.702443945,0.545574437,0.669098364
cg24601559,0.422376006,0.079683577,0.544357195,0.052140589,0.089854515,0.070755787,0.085106347,0.043667022
cg24617313,0.963968132,0.959392787,0.953799569,0.96435828,0.934909479,0.80931316,0.913159838,0.793953822
cg24624505,0.11196981,0.040625919,0.051410884,0.042779387,0.080992774,0.168403074,0.046192048,0.221112238
cg24631482,0.303667088,0.442237923,0.422888121,0.383531054,0.236008033,0.428464195,0.318627975,0.401677072
cg24642523,0.310696058,0.443940846,0.458919716,0.431202275,0.364094441,0.457293854,0.481143671,0.427566076
cg24670552,0.062507651,0.084943581,0.131738851,0.097290596,0.266542189,0.331893012,0.132502417,0.305564746
cg24687529,0.950674379,0.934901217,0.950767045,0.945225526,0.914456331,0.948326354,0.962260242,0.934224425
cg24691910,0.068436855,0.358846864,0.075234693,0.552098596,0.312375127,0.478600023,0.137790377,0.715303806
cg24702253,0.516309874,0.859268895,0.492572196,0.511585354,0.275735784,0.839610877,0.177452508,0.879362942
cg24733637,0.234035247,0.053770508,0.116568212,0.559468882,0.116723975,0.367354611,0.120158282,0.083947252
cg24754277,0.231224999,0.321895939,0.129671986,0.074835372,0.860789774,0.614741413,0.349164289,0.71292451
cg24776142,0.100357092,0.089452608,0.046936427,0.168151952,0.202023459,0.046535105,0.064731536,0.039668899
cg24834889,0.901881017,0.907349738,0.907378588,0.87830226,0.942074891,0.931410469,0.939109032,0.939729158
cg24843346,0.443570317,0.587926886,0.48974089,0.343196852,0.105675589,0.045614491,0.472365463,0.038725714
cg24854704,0.175378194,0.197367547,0.455522442,0.531372762,0.568093531,0.502807508,0.650350927,0.584327226
cg24865779,0.593655236,0.811596176,0.58453629,0.614741618,0.588761104,0.372746701,0.592641956,0.516206138
cg24869601,0.037715254,0.400318326,0.00978859,0.015119185,0.010295311,0.008060486,0.009266898,0.014083161
cg24907011,0.499182766,0.875313353,0.528201416,0.513849383,0.091007142,0.088357095,0.059263746,0.082732546
cg24907270,0.929027372,0.270073802,0.951070124,0.050907824,0.137794281,0.359846853,0.058868998,0.421256799
cg24920358,0.517506938,0.628631753,0.614088772,0.709944854,0.61032624,0.62575388,0.639959874,0.618156064
cg24928110,0.315342957,0.525253099,0.473531253,0.489414695,0.426962005,0.460007262,0.440631958,0.440977369
cg24961795,0.140701806,0.098403002,0.042142895,0.355850566,0.419902753,0.523808113,0.417323363,0.541522547
cg24969520,0.023729486,0.482957143,0.037062875,0.021539298,0.480210801,0.470877616,0.524904475,0.529310141
cg25023298,0.921209488,0.560003242,0.94896615,0.577337991,0.020503131,0.019710708,0.019638232,0.011751285
cg25025879,0.058681876,0.028047248,0.042969774,0.047985758,0.058468138,0.043495727,0.045377358,0.048760447
cg25043559,0.884535425,0.874272425,0.897933164,0.897560018,0.899853266,0.663033058,0.880459947,0.582183929
cg25048985,0.022579586,0.378392559,0.041155147,0.562082792,0.054419397,0.043731769,0.030963473,0.036375723
cg25090994,0.077298758,0.476963968,0.09412369,0.045791948,0.512503093,0.323834844,0.045480301,0.30220043
cg25123266,0.270200474,0.840071973,0.39993529,0.438698152,0.287305211,0.450571972,0.436310723,0.415666622
cg25130385,0.87220472,0.821847442,0.906567054,0.942457123,0.917559743,0.92015324,0.921502566,0.879604644
cg25206536,0.407849553,0.328921134,0.393725346,0.126047577,0.67082086,0.477491206,0.265467545,0.636794548
cg25223285,0.447162672,0.536364619,0.531279154,0.531885245,0.495392946,0.56707062,0.53306513,0.500684927
cg25262528,0.379891291,0.515787718,0.49836661,0.530892044,0.799364444,0.8432578,0.90332921,0.675505761
cg25264265,0.946279434,0.890336348,0.933744215,0.94333239,0.091333858,0.55248507,0.045298286,0.565596731
cg25299750,0.038786594,0.440116724,0.033581781,0.019801021,0.221197328,0.251729148,0.448564921,0.285754153
cg25309343,0.299241306,0.177713496,0.342571746,0.401774362,0.628777409,0.564694344,0.793858662,0.550449072
cg25340403,0.602821103,0.422545811,0.597494799,0.428146372,0.365037717,0.220202124,0.094419002,0.085812461
cg25340688,0.028103847,0.014579568,0.015880531,0.019991995,0.028297206,0.012938153,0.011436403,0.019172585
cg25350411,0.443060987,0.446147116,0.500117317,0.485979067,0.396253551,0.489248,0.46687906,0.511228519
cg25352397,0.034434878,0.453611382,0.05583528,0.053930492,0.086366204,0.066184025,0.055369485,0.03978503
cg25390165,0.069612599,0.150916438,0.118246927,0.049514741,0.871727414,0.880473426,0.878644315,0.905354644
cg25477813,0.45265321,0.329114283,0.332430929,0.468390034,0.916416584,0.524920599,0.109088635,0.57704466
cg25526039,0.882160217,0.518929899,0.526678031,0.671050031,0.368589237,0.674358854,0.565206909,0.683899674
cg25560247,0.79795049,0.48755992,0.440498292,0.943719447,0.047123821,0.260687149,0.396353293,0.284292976
cg25629418,0.875757825,0.151729548,0.888731735,0.915428428,0.109899949,0.40790779,0.112066039,0.297665142
cg25634141,0.187531732,0.470465592,0.114195701,0.034724204,0.518300563,0.42300159,0.482642078,0.513173514
cg25652454,0.06416863,0.038009014,0.036262367,0.641638312,0.119952054,0.057735232,0.059340516,0.052401854
cg25652742,0.873266678,0.863796996,0.650183634,0.944388447,0.162372509,0.117612806,0.122295357,0.161977033
cg25742326,0.877651273,0.912998423,0.702707672,0.747501603,0.424599949,0.830116201,0.635837406,0.821727735
cg25771195,0.381888069,0.702595009,0.550849234,0.933776808,0.716186989,0.356178656,0.789553714,0.31161197
cg25786696,0.850732135,0.924857615,0.906066739,0.646218475,0.903029585,0.905227806,0.909169602,0.920191935
cg25801742,0.025736018,0.023706616,0.03088905,0.019639978,0.029584426,0.030467823,0.024479285,0.017632617
cg25815440,0.084297578,0.17169027,0.472898808,0.581305922,0.699294884,0.542014853,0.321909996,0.309613193
cg25877436,0.269525462,0.116490381,0.244144937,0.06316051,0.926529753,0.870985786,0.77493407,0.932212241
cg25914921,0.610593136,0.5685141,0.52847263,0.506929147,0.377877768,0.346773672,0.449603453,0.032381915
cg25986202,0.084794901,0.877949993,0.045972747,0.897765532,0.029642513,0.322051902,0.117894893,0.286807891
cg26064535,0.541847247,0.782135331,0.453492449,0.46464102,0.435246358,0.072668956,0.464567864,0.038871517
cg26090062,0.233020057,0.666023742,0.08085586,0.917235548,0.901120674,0.434139178,0.935859916,0.411767555
cg26116639,0.854045623,0.892806526,0.919250151,0.938893348,0.165855834,0.603504442,0.058843837,0.424235186
cg26127836,0.892057317,0.932614724,0.935246855,0.695121943,0.913539587,0.62100019,0.893882872,0.508638848
cg26143719,0.174637979,0.201557674,0.193925719,0.042808269,0.466834782,0.454433959,0.49794455,0.484785229
cg26148377,0.628966603,0.424319401,0.501039123,0.714541895,0.40748412,0.442083553,0.470172802,0.103820733
cg26154714,0.116142082,0.511216838,0.096897472,0.900003778,0.054373402,0.424845376,0.02270871,0.687878645
cg26172504,0.65765444,0.895379343,0.660711837,0.501172754,0.720558604,0.065599521,0.820169813,0.07471213
cg26195495,0.086150841,0.072248911,0.051272317,0.063497925,0.107644308,0.095702648,0.065527408,0.099728581
cg26224060,0.421292006,0.929461849,0.538049736,0.341045655,0.12298859,0.645745427,0.548352374,0.652484807
cg26234900,0.043486377,0.882156308,0.127055209,0.706003027,0.100185858,0.121501222,0.118393324,0.08401437
cg26239297,0.861256736,0.795375159,0.602261947,0.572273017,0.613280665,0.645505456,0.884283465,0.665191473
cg26250400,0.120533514,0.257815292,0.061094226,0.637454227,0.899063885,0.728179184,0.783831604,0.824057745
cg26262055,0.512427197,0.900751849,0.559746883,0.595261215,0.60853363,0.499641674,0.569297706,0.627523498
cg26270695,0.695674107,0.267313517,0.661955375,0.050800471,0.31666192,0.433081327,0.482531613,0.072758992
cg26313699,0.076205927,0.068493892,0.057778187,0.027351179,0.945965982,0.936980557,0.919362697,0.733159026
cg26338947,0.041317552,0.371849418,0.084571318,0.029464717,0.080268883,0.070819732,0.050137449,0.048447492
cg26527457,0.066830918,0.071909461,0.05609248,0.057252963,0.509961555,0.342733038,0.546832552,0.236042625
cg26536593,0.107017686,0.050572008,0.073279228,0.059792319,0.076248082,0.042736255,0.04895239,0.043108512
cg26539631,0.46533827,0.143800476,0.124919845,0.402981841,0.223332686,0.195625531,0.73739685,0.137692949
cg26639479,0.287056074,0.143875763,0.221533128,0.199975753,0.185119511,0.13638731,0.112443581,0.101575304
cg26667586,0.909220515,0.705994931,0.794152825,0.930193547,0.032403431,0.023557148,0.071552933,0.031237041
cg26681628,0.112314646,0.129505228,0.061946168,0.553503461,0.421960287,0.61043663,0.782142036,0.346561599
cg26707664,0.247227848,0.0525854,0.065568545,0.365288917,0.54057056,0.659708694,0.239276671,0.666107552
cg26725201,0.970626573,0.980657858,0.979419119,0.983161073,0.960742899,0.980616442,0.983423717,0.977304466
cg26734888,0.972636255,0.969672824,0.977809404,0.976742379,0.962270813,0.975814931,0.97559273,0.967225956
cg26750617,0.353715784,0.535729547,0.49498151,0.508511333,0.120754107,0.077440711,0.075267324,0.060338078
cg26750927,0.075663031,0.057183869,0.074960162,0.034650419,0.084666939,0.101783365,0.060992837,0.192275707
cg26779676,0.611286262,0.913640757,0.906236099,0.909845422,0.537310586,0.707541951,0.661062053,0.596122427
cg26802564,0.099608632,0.902971895,0.095269506,0.080419487,0.033574189,0.036599442,0.026265758,0.029321253
cg26850624,0.758096892,0.442564914,0.571003713,0.502526086,0.717917077,0.60575057,0.540266017,0.603636067
cg26857315,0.835149685,0.848300828,0.928025834,0.817869463,0.567955885,0.601604511,0.58970323,0.360492441
cg26896946,0.024245765,0.022539193,0.020648803,0.012425672,0.020779976,0.020133369,0.020929507,0.011501936
cg26924440,0.836502071,0.919338753,0.951117424,0.960587211,0.515456016,0.58000041,0.437862148,0.516738243
cg26960833,0.100201643,0.032215763,0.075021763,0.497862972,0.076505055,0.284804362,0.534254393,0.083597294
cg26985203,0.929567847,0.898917915,0.926460882,0.93775998,0.402257525,0.888020351,0.87155466,0.886476554
cg26992600,0.157757061,0.033756319,0.050026842,0.929149023,0.453043726,0.113697121,0.607151042,0.078316669
cg27039625,0.130938472,0.124198673,0.127428146,0.16835231,0.664675216,0.592732047,0.517741138,0.477530433
cg27130359,0.17249,0.508662598,0.114914983,0.415143836,0.216670344,0.242236505,0.060820571,0.21953678
cg27134767,0.131776627,0.042811396,0.064820093,0.513962573,0.439982832,0.190365559,0.180268593,0.213244166
cg27177158,0.494060925,0.608461033,0.143545487,0.930390248,0.895430486,0.563200074,0.933341183,0.579688476
cg27200630,0.041677101,0.336439273,0.412937995,0.055775698,0.103260116,0.060586648,0.089296105,0.264277334
cg27203184,0.303417436,0.469668765,0.58893992,0.396422501,0.097480886,0.068206745,0.056597538,0.066434297
cg27216076,0.506130899,0.586149073,0.402563214,0.023196792,0.570614461,0.184329217,0.453274464,0.0277807
cg27237671,0.906386553,0.922722899,0.93708372,0.623106718,0.626717949,0.164549292,0.594518099,0.395271331
cg27300647,0.093168413,0.068852784,0.167335859,0.05639064,0.186386247,0.145437669,0.070502827,0.252716588
cg27333706,0.187322521,0.471951617,0.482471699,0.12787635,0.44625723,0.183637634,0.527653132,0.059341351
cg27333886,0.232579876,0.424569776,0.331907417,0.305093093,0.407392341,0.508741492,0.185509326,0.304546729
cg27345989,0.364576463,0.376217975,0.396216891,0.486708422,0.507863736,0.071578534,0.300570166,0.046874554
cg27361914,0.549771921,0.644477414,0.433490667,0.713657237,0.435921781,0.183116699,0.496317448,0.348384208
cg27366882,0.06972286,0.059237944,0.099969025,0.074590529,0.297633833,0.112321104,0.184869622,0.100796822
cg27370104,0.826148784,0.890026901,0.866454614,0.875355592,0.488375968,0.840305305,0.51812109,0.829634603
cg27375286,0.067122421,0.517910036,0.134147691,0.083546987,0.163488156,0.128745017,0.113807032,0.096462949
cg27396056,0.087525648,0.460567861,0.098851224,0.04904423,0.498136263,0.349656718,0.510763132,0.468297984
cg27398720,0.208044431,0.046098977,0.393108213,0.554571865,0.062431591,0.088033103,0.075977226,0.094999903
cg27416898,0.523949166,0.049499056,0.538811441,0.042463506,0.189268696,0.050552246,0.072510568,0.048416922
cg27427491,0.066711705,0.018607618,0.043100959,0.036639427,0.071154437,0.08111856,0.043701468,0.033846361
cg27454412,0.983374261,0.986106012,0.984822441,0.983755113,0.913281263,0.979179276,0.987503989,0.973582799
cg27480580,0.585920425,0.104830992,0.626087665,0.64432321,0.13384763,0.370011253,0.100514444,0.29249147
cg27485402,0.112951107,0.142953728,0.091461388,0.274495806,0.551524739,0.671611683,0.86237879,0.649179338
cg27493010,0.138314652,0.510256782,0.147858323,0.02725167,0.027721934,0.028276706,0.024160289,0.021143906
cg27496296,0.364013952,0.483345191,0.501779272,0.550516991,0.074295926,0.119484124,0.164619707,0.075361454
cg27571374,0.467764368,0.417269707,0.163714757,0.518881633,0.108491384,0.258799137,0.21348905,0.275694242
cg27620317,0.824149052,0.897014325,0.590825466,0.950501113,0.815732252,0.811778419,0.563923301,0.691744627
