Labels,JA LL 1,JALL 2,JA3,JA4,JB LL 3,JB LL 4,JB3,JB4
cg24345747,0.596751294,0.84925729,0.721550893,0.191102841,0.266525998,0.859137022,0.824692188,0.587020405
cg24358846,0.056259136,0.029360242,0.102538837,0.055329335,0.029365144,0.027286563,0.092120558,0.033533355
cg24395504,0.078000268,0.04146956,0.095643558,0.054541247,0.267196073,0.093347974,0.160486115,0.10775097
cg24421906,0.33371625,0.095549382,0.146131486,0.044257543,0.908482818,0.795724328,0.822640731,0.927227744
cg24429310,0.162727255,0.232268142,0.152085861,0.076447379,0.398444539,0.152208184,0.649116158,0.37294943
cg24460268,0.759463893,0.9105662,0.876603538,0.530859318,0.320570423,0.530532639,0.754752194,0.575316242
cg24482350,0.14659221,0.046715593,0.156468742,0.039289499,0.313456276,0.633089422,0.130277369,0.063322428
cg24496563,0.080078704,0.059820864,0.072848864,0.081749211,0.188118212,0.11794784,0.095515185,0.084500543
cg24512973,0.309012517,0.260449816,0.135621121,0.121540956,0.307036978,0.302612868,0.103583175,0.067898126
cg24542929,0.864329577,0.519994888,0.495775429,0.254795754,0.559921597,0.880263308,0.555701969,0.663589148
cg24576358,0.541640702,0.041682272,0.292296281,0.185396198,0.177763806,0.19298772,0.228149958,0.490549389
cg24581226,0.662383372,0.768210302,0.640716603,0.596250311,0.450237626,0.264067137,0.570887803,0.606606923
cg24585203,0.0589463,0.033302361,0.0476812,0.049777839,0.064275296,0.07124356,0.136635538,0.037637694
cg24601559,0.676208011,0.547487313,0.699338257,0.470363401,0.888930326,0.558734391,0.818101833,0.868458517
cg24617313,0.973905352,0.982670693,0.967143078,0.937415659,0.980623244,0.975301365,0.941776126,0.960618563
cg24624505,0.049094639,0.096905557,0.047807965,0.056500639,0.14568278,0.058300824,0.084539564,0.074365396
cg24631482,0.681467982,0.344428422,0.432967264,0.841080005,0.936368575,0.93454531,0.750494023,0.938119613
cg24642523,0.567556195,0.379886154,0.474316691,0.470829572,0.603146865,0.507960769,0.388144348,0.465335836
cg24670552,0.71525755,0.842168723,0.778816397,0.651632534,0.6884193,0.910348558,0.859965901,0.51970272
cg24687529,0.606441381,0.592585267,0.558164412,0.556230315,0.610606392,0.254488762,0.520224507,0.533094777
cg24691910,0.391940125,0.206123831,0.297478594,0.065899044,0.127455318,0.674941061,0.036087979,0.031762775
cg24702253,0.8920882,0.802171443,0.807184966,0.890072356,0.727982952,0.447801522,0.346014345,0.875897865
cg24733637,0.919274791,0.881663937,0.824744828,0.898647608,0.602150896,0.477821638,0.536465654,0.54259692
cg24754277,0.545748797,0.488750692,0.495615258,0.193795846,0.579531353,0.636734755,0.854449246,0.63628544
cg24776142,0.120191445,0.176821007,0.161388731,0.086856228,0.10539261,0.0573082,0.604966233,0.348598029
cg24834889,0.923775507,0.952964424,0.902231099,0.904419793,0.938965134,0.903172396,0.863222985,0.922437319
cg24843346,0.395284189,0.43916639,0.430456989,0.112992796,0.308750335,0.905437841,0.427297541,0.10861995
cg24854704,0.418113596,0.283880492,0.121635406,0.104690505,0.046166337,0.103142223,0.137343026,0.072787312
cg24865779,0.881940426,0.7929856,0.893593931,0.961311537,0.9083491,0.743878217,0.607054618,0.937540427
cg24869601,0.643444165,0.654039528,0.572627828,0.559798504,0.973414503,0.984008948,0.575217334,0.960939151
cg24907011,0.07838754,0.029139613,0.062494365,0.049093867,0.194515574,0.026433504,0.197367499,0.049270132
cg24907270,0.231855117,0.246959206,0.075683987,0.048585889,0.151341102,0.420469439,0.096612948,0.067032793
cg24920358,0.873250658,0.933519692,0.875895572,0.924470443,0.91549704,0.882048237,0.895749346,0.941631911
cg24928110,0.137688632,0.008798025,0.052023466,0.097715491,0.009714072,0.298157311,0.076380766,0.028605968
cg24961795,0.77365058,0.762227423,0.515290919,0.140502463,0.808252885,0.130911149,0.702550231,0.922274879
cg24969520,0.958175541,0.978804872,0.97765124,0.98033404,0.967561798,0.952581397,0.900626956,0.978988507
cg25023298,0.989167719,0.993072902,0.910554812,0.983861888,0.98509919,0.979507735,0.697142969,0.975182349
cg25025879,0.90387277,0.950030266,0.901678817,0.790728419,0.943642931,0.319823318,0.920807791,0.923416429
cg25043559,0.855040532,0.950423246,0.861199696,0.865502345,0.963172865,0.55907558,0.879300081,0.883726115
cg25048985,0.035380743,0.021173636,0.124730604,0.074078757,0.024710924,0.557666865,0.503140227,0.031909222
cg25090994,0.023009241,0.02098803,0.046770708,0.02787797,0.025406494,0.069034742,0.216888062,0.052269495
cg25123266,0.44346171,0.399118339,0.415775545,0.405100751,0.524470365,0.89700169,0.322382121,0.371146325
cg25130385,0.861637335,0.937380752,0.801807299,0.897326521,0.87238445,0.899021422,0.849780332,0.941534871
cg25206536,0.139978371,0.047239944,0.140685603,0.047007375,0.510340141,0.145688281,0.167874245,0.569061304
cg25223285,0.674973497,0.633583336,0.581800855,0.581239566,0.404313539,0.663047676,0.537534183,0.516598578
cg25262528,0.074176393,0.088135525,0.084287427,0.056435663,0.134898008,0.077712701,0.519310161,0.051472222
cg25264265,0.861407399,0.882818589,0.842396647,0.709132402,0.922609788,0.946561366,0.924861743,0.930537129
cg25299750,0.936567615,0.984678563,0.879047714,0.944542659,0.929152485,0.964823804,0.718858663,0.957649486
cg25309343,0.934609846,0.827378351,0.812610644,0.846988406,0.820983947,0.857517726,0.74900535,0.848654017
cg25340403,0.660776585,0.519201537,0.52319761,0.551610074,0.436518176,0.517060185,0.392129309,0.372313742
cg25340688,0.047787612,0.030528932,0.020385727,0.022561927,0.030133512,0.020678485,0.018071204,0.018140906
cg25350411,0.885339123,0.688707473,0.511568263,0.520656133,0.602245438,0.594646302,0.470726695,0.467390837
cg25352397,0.077582099,0.027414257,0.077727259,0.073709979,0.080335465,0.051590939,0.155216121,0.031452438
cg25390165,0.9361547,0.95677494,0.869659506,0.885427713,0.970401996,0.926929259,0.80790737,0.8800154
cg25477813,0.636299309,0.75059596,0.798008706,0.854729004,0.793388526,0.471766584,0.679688936,0.916029364
cg25526039,0.872870163,0.869590438,0.866858919,0.279281105,0.604963438,0.175550914,0.274626557,0.952800921
cg25560247,0.682262877,0.855811951,0.845339656,0.900197294,0.895165407,0.369652721,0.925006359,0.942085349
cg25629418,0.076015503,0.050577612,0.147823924,0.079246127,0.208779955,0.625327075,0.382329044,0.116954119
cg25634141,0.084652005,0.073426812,0.344791161,0.058348248,0.38726441,0.2122044,0.064215529,0.216288873
cg25652454,0.859131594,0.804025541,0.942382967,0.947905613,0.890628976,0.869504782,0.916883002,0.932815657
cg25652742,0.61235637,0.784354333,0.875095175,0.582096658,0.767483251,0.116441886,0.913949222,0.935146037
cg25742326,0.19288874,0.183000413,0.096477684,0.061854097,0.26266284,0.20956408,0.079601956,0.104711124
cg25771195,0.932924081,0.942813439,0.875185902,0.934372094,0.870502707,0.895902193,0.569219362,0.593641526
cg25786696,0.725318452,0.452355712,0.542102168,0.386339977,0.927777477,0.486454367,0.870433906,0.925976673
cg25801742,0.844982579,0.841827985,0.837796762,0.885144326,0.842389761,0.94327461,0.914253101,0.917282891
cg25815440,0.848098536,0.788410896,0.875472324,0.903750863,0.827527549,0.311819192,0.692366044,0.138161804
cg25877436,0.711349776,0.534555613,0.567299618,0.639376291,0.552141565,0.488877265,0.398327526,0.442530543
cg25914921,0.137214916,0.044598499,0.145777519,0.149219321,0.51399576,0.11457589,0.471897722,0.568309819
cg25986202,0.032690465,0.030796353,0.059415363,0.095661092,0.531081496,0.881279602,0.190529438,0.433768641
cg26064535,0.32860033,0.64482728,0.296272453,0.739341443,0.927714319,0.923108252,0.796573301,0.901065032
cg26090062,0.112547347,0.208110213,0.189113823,0.492946833,0.729132579,0.8818773,0.86479559,0.509184148
cg26116639,0.727061253,0.694325321,0.607755552,0.563328423,0.859438323,0.201352116,0.850056438,0.910936123
cg26127836,0.926891896,0.958256506,0.70244732,0.904105768,0.752663757,0.934956836,0.848048132,0.700922674
cg26143719,0.303658457,0.296955484,0.242865237,0.203248424,0.450382497,0.041661104,0.237390156,0.14349335
cg26148377,0.71475621,0.36021077,0.349957863,0.189061953,0.670395567,0.496966808,0.110167428,0.849000691
cg26154714,0.74823095,0.763818547,0.654972044,0.613502539,0.567459697,0.641100718,0.857017807,0.460606948
cg26172504,0.975097378,0.980681618,0.922249035,0.914048887,0.987743329,0.616067765,0.933419743,0.966819458
cg26195495,0.450324529,0.432862831,0.245125891,0.217784476,0.237042141,0.236908293,0.28272163,0.162231923
cg26224060,0.031478867,0.028136218,0.029409926,0.071185652,0.02241469,0.394880952,0.06484692,0.024292124
cg26234900,0.164828813,0.247351309,0.152386244,0.062679001,0.287278792,0.115440643,0.190975965,0.042052331
cg26239297,0.044654285,0.107598948,0.108579936,0.044222564,0.259924039,0.613578848,0.107671142,0.25639686
cg26250400,0.110323547,0.088561725,0.038529809,0.039055289,0.033735028,0.870019673,0.112190767,0.019277518
cg26262055,0.729116052,0.739368434,0.50008711,0.562758479,0.917598231,0.671014199,0.267518833,0.95273238
cg26270695,0.410297099,0.33780319,0.173551057,0.100088474,0.753885679,0.650794667,0.674675095,0.694597444
cg26313699,0.946707714,0.939281027,0.88382092,0.880871412,0.929079224,0.040381755,0.840983569,0.943354535
cg26338947,0.687425615,0.509414882,0.496410225,0.483267687,0.061482177,0.640056945,0.137380723,0.027985655
cg26527457,0.199106781,0.527764221,0.207711179,0.144964581,0.715158534,0.910629641,0.81941009,0.529357802
cg26536593,0.690530653,0.536768201,0.247886167,0.488707445,0.110248805,0.710908809,0.187214093,0.057459219
cg26539631,0.786267448,0.593152536,0.443674521,0.609131574,0.081115246,0.072028984,0.755495844,0.140286051
cg26639479,0.112657106,0.046967421,0.118982558,0.077561192,0.029806484,0.167816557,0.151626579,0.08990891
cg26667586,0.448383488,0.38689936,0.374618773,0.537978675,0.93522558,0.631422731,0.809160841,0.907485174
cg26681628,0.048803362,0.063966257,0.071041036,0.039648237,0.298736272,0.081504807,0.124436095,0.0814741
cg26707664,0.464094419,0.311185544,0.20002766,0.29770659,0.875328751,0.093945477,0.910527332,0.833595041
cg26725201,0.753091749,0.473778314,0.509398238,0.504322946,0.47517486,0.026211865,0.497593882,0.478709388
cg26734888,0.932487901,0.942832555,0.976113502,0.975258805,0.953614663,0.784515336,0.952638977,0.97042325
cg26750617,0.770098732,0.622318934,0.482886276,0.488899126,0.300574981,0.735731445,0.411374815,0.458638115
cg26750927,0.058768684,0.037076881,0.064170334,0.037845345,0.447505209,0.024442874,0.167978385,0.45279103
cg26779676,0.753042296,0.631631893,0.895526957,0.601869981,0.868316617,0.825555152,0.853883682,0.913528866
cg26802564,0.774808417,0.613701417,0.551153967,0.518392231,0.831702373,0.922351064,0.9113585,0.631502863
cg26850624,0.569853501,0.535634876,0.535225895,0.558842442,0.980860565,0.465776349,0.636057233,0.909646077
cg26857315,0.651954958,0.588228333,0.611803566,0.9246209,0.540138924,0.805873348,0.739869953,0.879441994
cg26896946,0.019194916,0.010959025,0.012532698,0.014193812,0.014015818,0.007844534,0.021730107,0.023880423
cg26924440,0.953541058,0.974676636,0.686425827,0.962964869,0.95458505,0.919729356,0.909463118,0.975454694
cg26960833,0.459927702,0.761545578,0.653898456,0.278743382,0.69930109,0.559976387,0.458773886,0.239405051
cg26985203,0.028326937,0.101286724,0.080029876,0.053892801,0.013019782,0.366313248,0.108652863,0.018447294
cg26992600,0.386234841,0.477338905,0.417325987,0.48468869,0.925960773,0.6157701,0.14161543,0.901210485
cg27039625,0.079613634,0.052363502,0.080068974,0.08421194,0.095908526,0.053990726,0.111500406,0.411109298
cg27130359,0.057707947,0.047363307,0.065939139,0.050285803,0.033185752,0.044280168,0.087637886,0.043894848
cg27134767,0.748708002,0.913769035,0.726205087,0.846690531,0.071840695,0.287381276,0.508056355,0.109964211
cg27177158,0.122240176,0.100953355,0.113210508,0.072472177,0.89014081,0.595160725,0.246445535,0.939996283
cg27200630,0.43965705,0.475268764,0.468667159,0.540470262,0.839381607,0.149078014,0.48301512,0.712229655
cg27203184,0.22316663,0.289819367,0.771130792,0.708598516,0.306443088,0.413291874,0.65374606,0.474131922
cg27216076,0.927123737,0.922806162,0.921638875,0.926047113,0.913184465,0.237389292,0.868135015,0.948267295
cg27237671,0.613431795,0.733488736,0.558681873,0.553112316,0.496200574,0.066240551,0.551848731,0.590972864
cg27300647,0.774273657,0.57500098,0.84154033,0.516387092,0.531314355,0.489081887,0.263216495,0.502852193
cg27333706,0.603562477,0.302409923,0.468255633,0.48015964,0.562005007,0.016570248,0.498515674,0.710689645
cg27333886,0.204900907,0.412342004,0.152030981,0.100628895,0.24330435,0.42538071,0.377681713,0.327696936
cg27345989,0.902677691,0.84002244,0.806466228,0.620716018,0.945556075,0.270953304,0.86485399,0.917707544
cg27361914,0.300719713,0.630394657,0.437024384,0.592417516,0.626369966,0.731435455,0.911959631,0.551835688
cg27366882,0.207167528,0.126914472,0.204801554,0.201396975,0.201939297,0.073184093,0.115427787,0.070438856
cg27370104,0.503846305,0.55936774,0.511264072,0.493922131,0.55734888,0.124505136,0.480272497,0.448541786
cg27375286,0.373196224,0.291833001,0.210741762,0.408462731,0.055139307,0.139619171,0.196228751,0.069075223
cg27396056,0.502524103,0.541133566,0.307942044,0.568603121,0.653645471,0.031090843,0.756044704,0.588386507
cg27398720,0.261457224,0.103055736,0.234974624,0.120614741,0.117238488,0.060056306,0.253175458,0.431403741
cg27416898,0.879395296,0.910920168,0.933658635,0.941507775,0.699507933,0.887818379,0.882150758,0.930327338
cg27427491,0.197671845,0.416344486,0.424650008,0.573848594,0.257756858,0.951155618,0.810713897,0.930255581
cg27454412,0.495082128,0.397260069,0.500399703,0.491267491,0.473564968,0.789838349,0.425025008,0.481757576
cg27480580,0.545372765,0.645748371,0.876895669,0.323670943,0.827801505,0.600160081,0.870310741,0.877058391
cg27485402,0.042513023,0.087648144,0.163719699,0.049920548,0.040805831,0.920191263,0.125538489,0.101130167
cg27493010,0.941441182,0.952771607,0.922802083,0.931305506,0.883635883,0.89201154,0.884353247,0.949955641
cg27496296,0.424754544,0.453005818,0.507721525,0.800220026,0.750893318,0.31122531,0.580558663,0.496567857
cg27571374,0.798536541,0.66556722,0.767409759,0.412170695,0.446343945,0.80328863,0.471276649,0.465236886
cg27620317,0.037191718,0.034738291,0.095804322,0.031630026,0.033423055,0.06547451,0.399272346,0.027560804
