Labels,PA L 1,PB L 2,PB L 3,PB L 4,PA LL 1,PA LL 2,PB LL 3,PB LL 4
cg24345747,0.530877642,0.045936402,0.049303094,0.038061191,0.543826809,0.481865212,0.032333416,0.050859422
cg24358846,0.883721678,0.881266619,0.892036011,0.893084934,0.858980033,0.900797186,0.917561133,0.845272029
cg24395504,0.600697152,0.280271981,0.250203749,0.48448699,0.323652149,0.729493343,0.482011231,0.506176366
cg24421906,0.162558646,0.526594984,0.540927818,0.537140717,0.164876789,0.388117743,0.602431809,0.705802506
cg24429310,0.497847446,0.036285833,0.029319154,0.030885066,0.458914896,0.548786272,0.052832395,0.118435466
cg24460268,0.809889398,0.567264307,0.508331936,0.86517346,0.680067165,0.882813388,0.792660645,0.890666444
cg24482350,0.039913122,0.049027151,0.042683245,0.042832754,0.075310277,0.029693569,0.045927323,0.03351436
cg24496563,0.06427178,0.031841009,0.029815746,0.040329487,0.179970325,0.523925495,0.349438651,0.154833323
cg24512973,0.850105985,0.888003111,0.887624355,0.913849073,0.75795518,0.891475145,0.869842214,0.848174203
cg24542929,0.464345003,0.46417501,0.600947911,0.529292216,0.781220547,0.639310236,0.549899819,0.244000899
cg24576358,0.068075103,0.072132124,0.06932939,0.057882072,0.071278071,0.05764031,0.038379504,0.041700372
cg24581226,0.590247461,0.606368216,0.599777403,0.600313426,0.143024783,0.666943496,0.732338732,0.725699728
cg24585203,0.506987989,0.484993668,0.51710765,0.499254712,0.850203906,0.756650609,0.570928859,0.546561552
cg24601559,0.444006823,0.504122664,0.525920601,0.450950138,0.750084203,0.464406546,0.521387108,0.518577077
cg24617313,0.903412689,0.564074596,0.55267701,0.976728555,0.90691808,0.558201497,0.667888424,0.979961218
cg24624505,0.077539144,0.109388291,0.156713704,0.057810854,0.196351755,0.056618564,0.071734082,0.057047815
cg24631482,0.942087469,0.852915927,0.86747627,0.924350735,0.726762386,0.914752712,0.836611384,0.872635744
cg24642523,0.390132815,0.416689314,0.434771205,0.430646657,0.774515096,0.499643229,0.425038374,0.430114351
cg24670552,0.098020083,0.109656929,0.119846613,0.094892998,0.122171539,0.078932896,0.079097501,0.088635319
cg24687529,0.933068667,0.59760382,0.62696312,0.86107108,0.898225283,0.942236988,0.638608612,0.848482925
cg24691910,0.047141621,0.034854936,0.041779015,0.034253042,0.152441468,0.09242159,0.041664186,0.067107011
cg24702253,0.482880917,0.077560565,0.086578472,0.148051766,0.826884697,0.503418705,0.07255239,0.192962364
cg24733637,0.065867473,0.076278269,0.063651699,0.095023966,0.09198372,0.096699475,0.062791536,0.05186848
cg24754277,0.309510397,0.108180205,0.208014449,0.217897393,0.34079028,0.199036951,0.637177394,0.291966667
cg24776142,0.484854258,0.309091733,0.244862997,0.537738567,0.594262972,0.288386481,0.469624741,0.773326301
cg24834889,0.446424183,0.479228671,0.498009711,0.471246934,0.718663838,0.488666394,0.520965511,0.468900618
cg24843346,0.461683841,0.02884529,0.039090166,0.03408621,0.576081744,0.454813786,0.033496484,0.019481113
cg24854704,0.092137569,0.091601116,0.088730274,0.07885799,0.11715226,0.427114871,0.045144713,0.064886315
cg24865779,0.805373264,0.663979579,0.631048028,0.618852511,0.773459348,0.912998131,0.830131765,0.652839963
cg24869601,0.021045294,0.020155998,0.017617749,0.020207903,0.035137101,0.018985301,0.016529933,0.017072256
cg24907011,0.057415563,0.520928986,0.515165197,0.494075601,0.050182889,0.059411221,0.469700308,0.359005741
cg24907270,0.880006822,0.063985302,0.12146844,0.546189633,0.353745386,0.853508509,0.586152759,0.6654623
cg24920358,0.846592821,0.784462851,0.736044883,0.919350082,0.723643209,0.929366119,0.906727599,0.870896092
cg24928110,0.02127683,0.024340138,0.025251193,0.015608691,0.009211159,0.010121014,0.009474799,0.010653263
cg24961795,0.086835074,0.535703478,0.553853582,0.531637321,0.276471563,0.551896132,0.181498085,0.37211299
cg24969520,0.502755078,0.451902601,0.534120937,0.546058192,0.185871357,0.531506033,0.353127828,0.467495299
cg25023298,0.986108692,0.986466797,0.986978323,0.985064643,0.979755408,0.936145795,0.989290169,0.963143445
cg25025879,0.307288221,0.559979304,0.577020041,0.441544466,0.760323942,0.270049257,0.906694411,0.536758968
cg25043559,0.494647337,0.438438678,0.54261291,0.152142662,0.892696812,0.501528592,0.422723864,0.500710797
cg25048985,0.512596851,0.499874391,0.527283073,0.506513824,0.814431157,0.528838526,0.498039325,0.591647454
cg25090994,0.402312062,0.502854615,0.491019266,0.907866442,0.868330159,0.514823233,0.870787928,0.908134409
cg25123266,0.912115603,0.78738846,0.677105868,0.9354032,0.389591465,0.884014321,0.686897579,0.729219906
cg25130385,0.072950733,0.105940605,0.130424948,0.068817228,0.359061668,0.051593715,0.060774643,0.46742551
cg25206536,0.331331673,0.551184268,0.513816377,0.390373546,0.180658092,0.269423421,0.32362311,0.585879571
cg25223285,0.500393949,0.526595326,0.547371171,0.542150482,0.518670287,0.559927306,0.539181907,0.644630763
cg25262528,0.163649046,0.521610566,0.475978456,0.556260867,0.105920251,0.72949559,0.50158835,0.532599671
cg25264265,0.550990109,0.58810421,0.610238012,0.631277525,0.650558967,0.941624347,0.901711962,0.640376623
cg25299750,0.01744099,0.064971362,0.047670182,0.056671118,0.020561316,0.013729894,0.01436599,0.012245849
cg25309343,0.090692922,0.088917532,0.088472019,0.112619858,0.039974881,0.073628407,0.067215127,0.026818252
cg25340403,0.199692818,0.501736889,0.48939518,0.085469893,0.066268201,0.024679056,0.506187845,0.281043818
cg25340688,0.494840147,0.528668407,0.56067124,0.524269756,0.427099558,0.538176788,0.565878095,0.54581702
cg25350411,0.478447006,0.498937895,0.462308431,0.458048151,0.472567988,0.557434906,0.600817497,0.631673236
cg25352397,0.950998485,0.540546026,0.551332279,0.934552441,0.785852282,0.936878331,0.890216279,0.926145414
cg25390165,0.048998647,0.048097823,0.049981435,0.051417639,0.03541865,0.022564043,0.097048085,0.015671801
cg25477813,0.554025149,0.844309442,0.905847188,0.917662966,0.790162643,0.695176161,0.705302045,0.818456837
cg25526039,0.509045297,0.739676197,0.784756116,0.496587953,0.601756396,0.484034861,0.856243762,0.818216589
cg25560247,0.523370187,0.875007051,0.831733682,0.735630922,0.770314658,0.747538929,0.711823419,0.727813792
cg25629418,0.223174619,0.504330702,0.49646203,0.496490259,0.068066975,0.481256272,0.42695879,0.603733118
cg25634141,0.164418727,0.078531304,0.094422313,0.194142901,0.294045042,0.209847885,0.124697812,0.152624338
cg25652454,0.575158352,0.068234948,0.123446465,0.560554807,0.854813457,0.578433791,0.832178558,0.615327823
cg25652742,0.504471232,0.240983111,0.274894465,0.222200793,0.65802259,0.104469106,0.162479134,0.11243344
cg25742326,0.870423604,0.316586219,0.341809936,0.290455931,0.36257516,0.718472507,0.721536658,0.583712091
cg25771195,0.053152393,0.11353397,0.235968502,0.393431543,0.105656129,0.054813757,0.416065643,0.044347911
cg25786696,0.917704454,0.913844638,0.922789281,0.907574395,0.357488154,0.850606454,0.89774518,0.734350335
cg25801742,0.858005908,0.865819516,0.859831577,0.828376472,0.796767344,0.850866801,0.873261389,0.842953664
cg25815440,0.470230012,0.317631855,0.466329659,0.509875321,0.638850501,0.192384731,0.177275359,0.633912082
cg25877436,0.057728407,0.054327175,0.047847882,0.056419091,0.104055325,0.108912085,0.062429274,0.13301304
cg25914921,0.075938137,0.039773721,0.032596774,0.515864649,0.154016507,0.408423494,0.037213819,0.111490993
cg25986202,0.451109027,0.658189945,0.662891158,0.859803634,0.791314979,0.390748752,0.683762718,0.775710963
cg26064535,0.471446555,0.458598558,0.476372424,0.472493917,0.846933223,0.590783549,0.443006767,0.441988739
cg26090062,0.579621684,0.619169764,0.576444539,0.616763363,0.793797042,0.899760334,0.678943465,0.650205279
cg26116639,0.898729758,0.033988148,0.039284435,0.046985887,0.321863578,0.933311849,0.124356241,0.030545849
cg26127836,0.801078321,0.905733015,0.916435629,0.919408436,0.915725292,0.929409387,0.93473309,0.947998803
cg26143719,0.208872238,0.230295183,0.225322269,0.412989984,0.1687959,0.107434842,0.1826187,0.042524239
cg26148377,0.275110651,0.426738692,0.552164114,0.517676721,0.417969672,0.587496341,0.444684098,0.59477071
cg26154714,0.146705854,0.048440014,0.229197896,0.140420535,0.459440407,0.09468659,0.071487932,0.053713656
cg26172504,0.528316707,0.895559117,0.900674521,0.902030249,0.730794227,0.747653273,0.916125827,0.810127933
cg26195495,0.061606884,0.045647537,0.044588071,0.042760131,0.178670173,0.082570669,0.049673447,0.093308144
cg26224060,0.540365213,0.563496785,0.567253147,0.560132861,0.744957315,0.464539703,0.637647879,0.554056976
cg26234900,0.495343371,0.462740477,0.650064702,0.405109372,0.692573362,0.203824188,0.455752474,0.692258323
cg26239297,0.774148845,0.41506991,0.489441866,0.51248304,0.619554062,0.054526632,0.389271787,0.396038236
cg26250400,0.117248242,0.416071071,0.481204712,0.130722357,0.50450772,0.504947397,0.112756705,0.044878128
cg26262055,0.600674124,0.551380218,0.56899242,0.527173073,0.864851535,0.58754719,0.295551152,0.654058212
cg26270695,0.657178497,0.165186255,0.089823691,0.082711324,0.243643218,0.722424017,0.091184504,0.249846138
cg26313699,0.056744214,0.036034577,0.050517032,0.036937955,0.023451334,0.03560885,0.03453224,0.029046884
cg26338947,0.182499191,0.03720637,0.036630766,0.047517461,0.12431588,0.041905783,0.036180415,0.047106142
cg26527457,0.053707049,0.051842687,0.057743524,0.492542005,0.278658061,0.454675253,0.032538907,0.056133581
cg26536593,0.185956929,0.045222266,0.045740052,0.048851194,0.176367998,0.088655103,0.056021971,0.112442665
cg26539631,0.530429539,0.585698452,0.648072057,0.547839974,0.181391052,0.553403953,0.583878852,0.569889792
cg26639479,0.413664508,0.35538813,0.446652355,0.426778444,0.288986222,0.126777748,0.316172132,0.137041237
cg26667586,0.77220795,0.883699449,0.610741174,0.84976674,0.869033068,0.685539595,0.571618992,0.893486117
cg26681628,0.153678288,0.048514088,0.100222416,0.090640121,0.160776281,0.744832795,0.090066412,0.260746179
cg26707664,0.586552975,0.555303676,0.511158892,0.530951138,0.130201089,0.522495056,0.53587202,0.560142471
cg26725201,0.975494065,0.977574701,0.97927525,0.977869615,0.905948829,0.979416942,0.983085267,0.978722074
cg26734888,0.369092147,0.42184761,0.452716158,0.423704612,0.335159584,0.440183752,0.455168108,0.456691159
cg26750617,0.448691846,0.502727651,0.49086528,0.491003393,0.783675361,0.71409482,0.516277181,0.365785146
cg26750927,0.06466572,0.044868624,0.037091742,0.476999653,0.091724643,0.089624434,0.02811633,0.01914596
cg26779676,0.803314578,0.920875163,0.92471803,0.884757684,0.788940089,0.833665773,0.915718914,0.890414572
cg26802564,0.037811674,0.031730178,0.030882471,0.022115582,0.310317751,0.026970194,0.031350691,0.046136015
cg26850624,0.076985883,0.074539384,0.089954164,0.088554559,0.064662979,0.057354939,0.09763459,0.148810342
cg26857315,0.137074666,0.756041444,0.647277857,0.566149773,0.812873075,0.751559006,0.732300123,0.402766562
cg26896946,0.466186813,0.49302163,0.512012753,0.492290562,0.545313103,0.501053597,0.539489424,0.551535732
cg26924440,0.818348429,0.804842936,0.774697063,0.462742032,0.688440042,0.968093714,0.667492616,0.952161799
cg26960833,0.145091816,0.08665979,0.070143992,0.082625214,0.05072391,0.033440556,0.087785215,0.032106847
cg26985203,0.321398976,0.056998092,0.068160266,0.084103438,0.447543925,0.074205192,0.052260476,0.305408458
cg26992600,0.852177285,0.895145032,0.863772042,0.914847747,0.81596058,0.876835135,0.897457782,0.630954804
cg27039625,0.150403706,0.156071843,0.198617962,0.142142405,0.206254865,0.116582386,0.186780877,0.102307143
cg27130359,0.195642993,0.076918641,0.090224839,0.108586556,0.14887009,0.349519457,0.219603188,0.243280616
cg27134767,0.290682915,0.309078013,0.388920828,0.16453797,0.205180714,0.323049766,0.440696571,0.225994009
cg27177158,0.548416353,0.573408472,0.579521315,0.569754984,0.04600385,0.518148136,0.533654414,0.614202935
cg27200630,0.07369422,0.047726738,0.077286458,0.064431837,0.343967418,0.046410766,0.052078385,0.042949664
cg27203184,0.51535385,0.65566631,0.589282485,0.898031726,0.205989292,0.430784853,0.539008325,0.668773483
cg27216076,0.046214449,0.479447714,0.43566903,0.522940005,0.19327717,0.040880678,0.47045465,0.410342313
cg27237671,0.54689455,0.918068864,0.925891448,0.927858156,0.633482037,0.879157566,0.898725433,0.830675827
cg27300647,0.058588049,0.055549447,0.036677754,0.042342322,0.040842796,0.039634855,0.039106503,0.041479813
cg27333706,0.035928412,0.063878394,0.032110004,0.033849002,0.031106524,0.026776208,0.021120992,0.028991555
cg27333886,0.050447247,0.079955969,0.041604129,0.034642004,0.179530847,0.870651208,0.822702017,0.462213787
cg27345989,0.300762947,0.326812211,0.356242596,0.347655869,0.46018606,0.255561788,0.411681148,0.359659132
cg27361914,0.94270138,0.925113577,0.925364439,0.619108009,0.857217793,0.918413547,0.931875025,0.886651164
cg27366882,0.132304349,0.08332762,0.124849562,0.134543487,0.174243141,0.121417085,0.120145987,0.098561778
cg27370104,0.247722639,0.052971656,0.097588436,0.068624678,0.092255258,0.04770188,0.061652594,0.076237365
cg27375286,0.128467672,0.109695731,0.117570843,0.139591172,0.084316261,0.060615648,0.099283335,0.117784675
cg27396056,0.464090397,0.044602263,0.07294413,0.10039243,0.259615857,0.454864953,0.08988369,0.028339729
cg27398720,0.153156206,0.0576656,0.043056644,0.043056906,0.087451141,0.038461985,0.04703073,0.066914507
cg27416898,0.073147282,0.042302268,0.033066447,0.034791338,0.553141442,0.035259422,0.035568072,0.03886055
cg27427491,0.253549083,0.043962263,0.037588155,0.045944201,0.155312606,0.097401717,0.045012534,0.151546066
cg27454412,0.021560462,0.025473474,0.026699252,0.02497648,0.053449902,0.027290516,0.027573318,0.033696432
cg27480580,0.538229196,0.832493406,0.867516902,0.866470126,0.681050061,0.527457342,0.876531436,0.691253365
cg27485402,0.268700485,0.071742846,0.076686884,0.078977547,0.106313898,0.043813401,0.041242679,0.043234532
cg27493010,0.915663008,0.934889684,0.916207907,0.936907297,0.839069639,0.932073195,0.949996839,0.934586282
cg27496296,0.571977426,0.5878457,0.510694581,0.65172614,0.452562846,0.322979269,0.492376513,0.68849231
cg27571374,0.49313126,0.552086277,0.565185462,0.573555,0.782918352,0.430698783,0.582340804,0.626362282
cg27620317,0.530046542,0.921927513,0.905714966,0.639334936,0.490108186,0.474671319,0.921735562,0.818740088
