,Unnamed: 0,Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21,DA,DB
76244,809046,cg02348726,0.091923846,0.056445509,0.486192304,0.163556307,0.349826856,0.929320862,0.493131101,0.473876043,0.261866116,0.625776495
76565,801806,cg02359712,0.613205929,0.668602618,0.38678168,0.088554981,0.207016471,0.452320634,0.112110862,0.07046984,0.642110316,0.399650838
77032,686420,cg02374294,0.853964182,0.880468025,0.59538504,0.885346228,0.747744305,0.620489079,0.100138003,0.882427504,0.762426937,0.641657925
78451,573188,cg02416821,0.531677253,0.42721948,0.135835492,0.070346574,0.610631356,0.023549943,0.438893886,0.032998317,0.346525367,0.349747636
78667,263234,cg02424687,0.154936758,0.081010036,0.221389647,0.10668833,0.156960848,0.113216182,0.66021287,0.03724281,0.290149686,0.538857876
78775,610877,cg02428209,0.1265128,0.032077635,0.053357019,0.03110718,0.048646941,0.104774128,0.094024433,0.026697281,0.276362891,0.360173274
78923,220581,cg02433515,0.117696683,0.08022866,0.122881454,0.215834956,0.122656687,0.095676091,0.205005459,0.080186893,0.188454301,0.352419242
80533,284093,cg02484476,0.32675036,0.248537288,0.484050708,0.498537222,0.161394499,0.347176433,0.801166018,0.496892152,0.477892289,0.558179815
80729,322494,cg02490185,0.446401721,0.47799254,0.340974601,0.07547453,0.368071794,0.022404142,0.107631538,0.083019974,0.409451346,0.352055843
81473,681478,cg02513556,0.900778393,0.954138628,0.45648172,0.564776352,0.746352103,0.270504473,0.747307826,0.612099987,0.913941616,0.887512717
81656,73048,cg02519208,0.638167374,0.520269892,0.312649397,0.897823022,0.676135445,0.277310735,0.428927807,0.47546611,0.414569537,0.515004315
81842,824315,cg02524864,0.184919639,0.029814263,0.066328515,0.038073226,0.039241897,0.044359609,0.03312029,0.030596186,0.157739059,0.310169462
82645,677099,cg02549286,0.657366887,0.93083685,0.693189907,0.945254617,0.495741041,0.464829575,0.216858666,0.550930885,0.605684478,0.597855784
82799,543438,cg02554050,0.661290297,0.63429393,0.899108298,0.638946212,0.899321038,0.095127674,0.128578233,0.5119112729999999,0.526550011,0.596554445
82939,780349,cg02558407,0.522283975,0.556768663,0.477816475,0.524865222,0.518919709,0.727249476,0.083167204,0.066972731,0.552898277,0.487821226
83483,677040,cg02575907,0.477783556,0.853533415,0.169536569,0.835625053,0.316270728,0.937883089,0.420255948,0.940958117,0.64012038,0.59932786
84380,493243,cg02603875,0.892127484,0.91830868,0.556692769,0.504456989,0.444868962,0.510190097,0.050572568,0.195484072,0.749189917,0.431197673
85412,358783,cg02633767,0.196103998,0.544291322,0.562909151,0.592494269,0.659896063,0.714970488,0.30977685,0.615823657,0.391352056,0.389937128
85638,179893,cg02639750,0.587789681,0.622474911,0.547470976,0.612881687,0.793657887,0.748615908,0.445561129,0.555644472,0.807602637,0.722819447
85715,643478,cg02642035,0.375512687,0.210118542,0.092933286,0.141234755,0.066328143,0.838932689,0.368614122,0.033436324,0.333459764,0.254150619
86026,581361,cg02650790,0.775359902,0.845012379,0.420722796,0.877441073,0.528589037,0.551644919,0.534478299,0.838341205,0.838533388,0.6348258
86036,664232,cg02651288,0.486730366,0.517953384,0.539640843,0.519856998,0.342288933,0.512747619,0.535001358,0.561176786,0.482078328,0.540304855
87433,817716,cg02697402,0.432646142,0.905417928,0.172440309,0.941043144,0.173459385,0.831710211,0.380672566,0.907439682,0.613330893,0.521386965
87739,637178,cg02706446,0.300966399,0.091443804,0.125584044,0.225254456,0.181155472,0.061325867,0.495792814,0.129769986,0.315135161,0.344465539
88304,561346,cg02724490,0.215901143,0.361664074,0.37828008,0.28037631,0.323043563,0.641413429,0.442179009,0.396601506,0.292966372,0.379495592
88364,322124,cg02726018,0.769113394,0.458332021,0.685848195,0.449072323,0.781294367,0.37424027,0.07236127,0.875639873,0.566561955,0.456948724
88532,541385,cg02731226,0.099670574,0.07750043,0.654971269,0.668395244,0.682971593,0.770770612,0.059386455,0.656562662,0.359691684,0.55755475
89614,754808,cg02764246,0.933041345,0.960327418,0.94483576,0.953946491,0.936259649,0.927558615,0.943618829,0.950212065,0.953313335,0.920213476
90420,628246,cg02789354,0.119623531,0.045342655,0.267971147,0.045546273,0.041741223,0.048002022,0.440297226,0.059354744,0.299036932,0.394957597
90623,711311,cg02796475,0.915144928,0.940009281,0.693607127,0.920090973,0.78424908,0.931930946,0.553349443,0.9463068,0.788447579,0.671532189
90701,804026,cg02798614,0.628397687,0.061231417,0.535749108,0.066587154,0.587610239,0.319132323,0.068465058,0.061912793,0.475202862,0.65513047
90796,20706,cg02801858,0.828594074,0.537577382,0.901064387,0.56775646,0.947924921,0.139147176,0.620503169,0.543228088,0.652398085,0.605956772
90861,144195,cg02803996,0.905781186,0.922810276,0.863584035,0.701775749,0.902716435,0.861809378,0.391774579,0.922536325,0.771718212,0.611751468
90882,664596,cg02804655,0.236857345,0.530053947,0.558010345,0.481298813,0.629595403,0.643601388,0.922337818,0.041363744,0.403026594,0.676550584
90955,155019,cg02806715,0.395216445,0.046700252,0.284582255,0.044894773,0.204858697,0.037171808,0.508238211,0.049938328,0.348391389,0.48901463
92416,696007,cg02853703,0.50298826,0.945709913,0.661377716,0.936052381,0.532823527,0.934400696,0.640931076,0.936403112,0.692622844,0.714212332
92832,415660,cg02866152,0.276785393,0.072405264,0.301090179,0.09220991,0.14271747,0.323083079,0.408201581,0.204676014,0.466078069,0.575058718
93035,91046,cg02872426,0.67276099,0.592218978,0.628750932,0.964725517,0.751737363,0.851141918,0.311502937,0.940445346,0.712967752,0.548584268
94336,816185,cg02911246,0.926565982,0.206705048,0.831509963,0.898267708,0.88519892,0.953064181,0.771140549,0.509240608,0.850799023,0.7849196
95444,539909,cg02944523,0.886964339,0.955525877,0.483300312,0.106700607,0.083440913,0.752566151,0.607015134,0.168710695,0.782540713,0.531269613
96155,541556,cg02965407,0.3194346,0.445364908,0.356863309,0.178751264,0.202037178,0.094433989,0.835440325,0.094635025,0.517391931,0.665644264
97173,362970,cg02995731,0.414495805,0.497188603,0.489267202,0.850361654,0.062541657,0.838624519,0.143721552,0.871747424,0.391072682,0.329450549
97306,821074,cg02999385,0.392522651,0.084706651,0.847525718,0.912918589,0.935032249,0.187031408,0.392212894,0.931140197,0.313410759,0.535431397
97502,775639,cg03005362,0.071778949,0.057664691,0.068281261,0.074268504,0.065725212,0.109764001,0.080281308,0.05221577,0.177874166,0.286657101
97694,563721,cg03012524,0.543512637,0.925623438,0.51994736,0.957710574,0.644150745,0.93814964,0.590655793,0.948311929,0.654716801,0.627173647
97755,581157,cg03014603,0.810068987,0.909251203,0.497578868,0.572496737,0.564708011,0.753496888,0.453620936,0.577687254,0.737878903,0.531129431
98208,467640,cg03029255,0.269401319,0.180198683,0.552559066,0.401381568,0.906897916,0.395831366,0.558687624,0.535735514,0.430417515,0.476852588
99171,467642,cg03058664,0.422665976,0.062522343,0.494093027,0.638177839,0.7675384,0.547972434,0.489915669,0.469273991,0.474088138,0.420352358
99448,82408,cg03066966,0.319295324,0.934231973,0.16661303,0.238133782,0.068911649,0.179343934,0.442896281,0.0658233,0.596963583,0.55619582
99538,420101,cg03070119,0.19598794,0.730339232,0.199158407,0.826111552,0.516524853,0.487168552,0.460716119,0.508166099,0.450670351,0.469069458
99888,311451,cg03081002,0.911112321,0.807627627,0.339325685,0.078216503,0.651055225,0.620998721,0.820143869,0.934391086,0.618269891,0.691097011
100381,191410,cg03097759,0.165229448,0.054850461,0.101133263,0.068342548,0.426532754,0.054285409,0.083618045,0.047285851,0.309305543,0.412879162
101424,439376,cg03131043,0.322807924,0.683241153,0.745414252,0.523236899,0.088540388,0.225562196,0.543468399,0.434126337,0.410826554,0.528685093
101429,181300,cg03131103,0.527219178,0.0875735,0.348818162,0.547769566,0.629525523,0.695486258,0.37799808,0.519998256,0.26350143,0.469151981
101695,703973,cg03140067,0.823125258,0.90619385,0.788953221,0.900651658,0.884010561,0.845884888,0.365885603,0.920602879,0.726734059,0.592278179
102120,129463,cg03152456,0.283863403,0.142263409,0.590506722,0.248043501,0.768633932,0.349119865,0.909840276,0.034630219,0.316261299,0.656021847
102618,674114,cg03169319,0.530403241,0.554395229,0.668172388,0.947003036,0.050430123,0.943655876,0.127580549,0.927829961,0.539175225,0.480247373
104570,567252,cg03229871,0.534635812,0.587403397,0.402575513,0.571520607,0.20943961,0.300843822,0.432310704,0.572080522,0.488686699,0.467623899
104577,817276,cg03229996,0.571546652,0.53405657,0.547856308,0.512933002,0.708246795,0.064014095,0.611900101,0.464897232,0.515221197,0.409239
105046,632421,cg03245590,0.306479562,0.433512297,0.08071546,0.240792998,0.030723982,0.056035797,0.075136867,0.071576541,0.325779156,0.203720045
105902,773493,cg03274601,0.673672261,0.036752679,0.594065831,0.531536832,0.627423822,0.357455022,0.070462853,0.570375008,0.32437231,0.575705165
106243,91562,cg03285215,0.374427497,0.464497718,0.499830639,0.876993118,0.384991182,0.936977158,0.731256826,0.933936933,0.404815414,0.645360363
106639,262522,cg03298495,0.807120979,0.821598091,0.453537582,0.41543906,0.576201618,0.108867975,0.429464472,0.139389316,0.658814671,0.500048545
107679,522126,cg03330161,0.319761646,0.161929213,0.568766271,0.517645966,0.073393883,0.058672103,0.542330138,0.371061403,0.295268124,0.40373115
107691,678588,cg03330461,0.505848892,0.528811491,0.618543685,0.854756986,0.677810467,0.526592394,0.524766471,0.820576567,0.63528709,0.659840214
109524,671783,cg03389046,0.605115332,0.901067842,0.386131213,0.556621036,0.561508095,0.594435877,0.448566646,0.534615764,0.632208327,0.509846081
110294,497815,cg03412527,0.285566768,0.152799539,0.198574423,0.851082519,0.273171715,0.795174343,0.615540515,0.53801816,0.333652273,0.549944754
110568,111510,cg03422015,0.470151846,0.445875843,0.251095156,0.32490343,0.186153551,0.575787815,0.581232955,0.47878988,0.336504881,0.492734766
110768,213480,cg03428047,0.180744699,0.033461598,0.189763585,0.119316513,0.075966998,0.09115761,0.256044684,0.044746867,0.220255596,0.338263101
111646,464414,cg03454836,0.269813535,0.524187631,0.239043842,0.095320241,0.028843812,0.357911988,0.493380897,0.083940169,0.291320101,0.342053505
112803,833951,cg03491821,0.596193837,0.473412867,0.187573164,0.833161991,0.897296588,0.05000102,0.0552655,0.102596309,0.330572403,0.324057169
113395,699485,cg03511709,0.545393745,0.917098315,0.842735855,0.910540113,0.642877239,0.941283907,0.566425832,0.884854076,0.743647007,0.636974532
113572,179952,cg03516688,0.613168268,0.101110035,0.377968517,0.062410555,0.209399961,0.860845637,0.541929956,0.52963398,0.341394567,0.648574652
113620,781977,cg03518098,0.103338403,0.032611499,0.467353069,0.608149184,0.427262403,0.513405774,0.923095209,0.504452592,0.263972788,0.709493492
114053,471688,cg03531754,0.490775237,0.48918954,0.180899892,0.511619345,0.12028597,0.61962074,0.366519508,0.501064983,0.528109201,0.555365665
114228,203285,cg03536711,0.068978005,0.52702139,0.289826968,0.372113177,0.622964421,0.755887629,0.482100156,0.508694809,0.410507892,0.566742376
114580,786654,cg03547665,0.351439738,0.382551679,0.399297293,0.544900248,0.268673351,0.616083669,0.43596019,0.528358845,0.416132019,0.457124702
114850,818392,cg03554962,0.496332037,0.498942264,0.777616766,0.937931261,0.82810346,0.681644293,0.861373639,0.939122756,0.607451519,0.634194194
114875,6001,cg03555651,0.792391659,0.896996449,0.468712795,0.943467951,0.550893979,0.830019885,0.36609729,0.491104243,0.718344393,0.554831394
116103,336223,cg03595208,0.749871725,0.694408707,0.798514803,0.953583163,0.533119937,0.921536859,0.059012532,0.94803031,0.826260678,0.622698134
116917,680492,cg03619736,0.607831637,0.51074462,0.878207354,0.594726948,0.843527134,0.67519731,0.520402021,0.559188298,0.629174032,0.502910727
117545,636674,cg03639386,0.120120613,0.464591437,0.149312979,0.105685782,0.049224922,0.099342726,0.521297559,0.064889844,0.390412312,0.507451395
118367,220028,cg03664700,0.566555637,0.873760909,0.22380022,0.947179468,0.683400009,0.976280271,0.428921192,0.941839995,0.754967104,0.562647675
118700,543821,cg03675434,0.210486132,0.064298856,0.149300425,0.551552603,0.110264626,0.850248676,0.387740484,0.910259193,0.326006953,0.387445612
119638,662117,cg03706808,0.294097559,0.545179465,0.476645602,0.521483081,0.06372872,0.740003706,0.272045697,0.933261624,0.375916318,0.525027085
120276,225365,cg03726156,0.413048271,0.056768726,0.473934184,0.546396317,0.75264793,0.329264445,0.523489957,0.524886946,0.30686932,0.389049642
120353,815794,cg03728799,0.73502472,0.92782679,0.886554348,0.279858225,0.905695983,0.905687176,0.06997453,0.904933593,0.709332688,0.595817132
120886,3878,cg03745383,0.913685148,0.947681253,0.928766011,0.951432912,0.897747492,0.699585061,0.941213197,0.932880066,0.896009999,0.865063809
121051,648996,cg03750737,0.691375546,0.624807643,0.189370984,0.337351995,0.221017491,0.028957247,0.483812692,0.061845922,0.567043836,0.549168187
121110,426273,cg03752513,0.495106971,0.471716934,0.145617003,0.064650351,0.309796338,0.361459553,0.33005431,0.06836327,0.420084844,0.413748657
121246,794138,cg03756113,0.128897183,0.246582796,0.236528198,0.073529195,0.066462745,0.054043429,0.075640876,0.054896184,0.35180589,0.430148948
123104,812081,cg03818156,0.293396795,0.341451866,0.396350914,0.101113665,0.049134606,0.067004414,0.439252309,0.04889178,0.284908063,0.241267342
123132,528165,cg03819136,0.852335638,0.394607648,0.867385851,0.916113848,0.922894424,0.929689977,0.504938582,0.877858058,0.678447159,0.655712958
123535,369413,cg03832697,0.832192515,0.944745822,0.155191042,0.957350228,0.471810812,0.763404774,0.935980719,0.081699121,0.873805491,0.702535164
125425,124331,cg03894037,0.209388951,0.123400418,0.427611342,0.890807926,0.239306978,0.550196649,0.544208391,0.387015928,0.352527339,0.484874305
125571,285979,cg03898321,0.817327333,0.646087377,0.635612604,0.850466498,0.613879535,0.827740646,0.495412348,0.937685951,0.731761275,0.519780112
126243,647492,cg03920301,0.112312323,0.054279471,0.331790956,0.431362732,0.389003911,0.322470626,0.351281675,0.503067502,0.178592569,0.340815978
126624,586346,cg03933062,0.180656013,0.586395348,0.227080787,0.090877395,0.280827449,0.072959276,0.107485308,0.076195618,0.265933639,0.368810638
126938,298814,cg03943786,0.28307986,0.085424433,0.246232795,0.242413355,0.310021665,0.435434766,0.485011541,0.91870448,0.289635182,0.488750695
127227,664194,cg03953704,0.528837704,0.954119044,0.368850415,0.54516212,0.485106199,0.556437125,0.060606075,0.513364388,0.612476322,0.55127037
127282,384008,cg03955314,0.545276952,0.807809033,0.621233721,0.813326744,0.528801843,0.556343694,0.334125475,0.771178814,0.477196249,0.544859308
127381,570982,cg03958144,0.543439232,0.400970369,0.54812976,0.607930433,0.631333407,0.614847451,0.599919529,0.385736184,0.474324954,0.483804025
128108,67524,cg03981269,0.256668055,0.464890274,0.14378799,0.515280535,0.791461487,0.848189989,0.347404836,0.828446754,0.274899259,0.350726807
128212,830521,cg03984338,0.438857974,0.666944337,0.538526109,0.872720565,0.64741882,0.947908278,0.407621065,0.876126973,0.568739065,0.563641147
128785,46287,cg04002001,0.433024346,0.578290173,0.630029539,0.880091219,0.420251173,0.932867384,0.435636635,0.889028933,0.534272464,0.581271182
128899,633397,cg04005279,0.097670101,0.053095224,0.085922094,0.090777169,0.206683349,0.146334952,0.621875489,0.050779569,0.178586811,0.396292609
128936,361700,cg04006303,0.657647393,0.48076166,0.322345644,0.398306037,0.055803875,0.660197992,0.627263103,0.501829068,0.545936711,0.533345038
128984,195518,cg04007813,0.392666257,0.216251218,0.575897198,0.202936045,0.840361068,0.796038203,0.693156874,0.121649315,0.396446555,0.712575275
128991,543631,cg04007987,0.917871507,0.949195348,0.698193229,0.947031822,0.895694325,0.557440168,0.863619968,0.932959981,0.903842199,0.78394781
129903,665475,cg04038089,0.088140388,0.218789856,0.454074549,0.855703297,0.732650244,0.759654466,0.06565024,0.937672363,0.306902217,0.390433709
130065,72361,cg04044483,0.539506169,0.677280391,0.171658381,0.48305756,0.318744668,0.493801064,0.207333442,0.536399947,0.30469734,0.442941015
130286,679381,cg04052235,0.623644777,0.928205404,0.543257738,0.532305187,0.558069097,0.957394188,0.908452335,0.062995059,0.639381848,0.514257662
130791,679839,cg04068281,0.752944541,0.829663679,0.185790886,0.519134793,0.868367478,0.672108512,0.385487224,0.932356002,0.624505622,0.545494575
130933,641268,cg04072419,0.310656035,0.057470856,0.237514928,0.490835696,0.520865196,0.12045114,0.071627572,0.123364468,0.260333028,0.423610017
131528,74212,cg04091518,0.216816293,0.079959082,0.367161133,0.47285689,0.459849046,0.413832602,0.054044115,0.508371391,0.222600364,0.297407765
132357,588146,cg04115740,0.150640764,0.05041807,0.07041513,0.048302102,0.153255933,0.772908107,0.933984441,0.548311333,0.343542795,0.614947485
132555,231032,cg04121625,0.655860166,0.771063658,0.880972059,0.876200231,0.843213922,0.930052184,0.546808207,0.896486525,0.705107593,0.721128784
132735,812879,cg04126608,0.552277354,0.417133289,0.502012349,0.539442874,0.887431395,0.691110186,0.751106794,0.891771909,0.435952992,0.431087544
134565,271953,cg04181682,0.338714895,0.399159828,0.136855186,0.330681593,0.028745369,0.032354477,0.367727162,0.069562149,0.356622906,0.45992192
135152,803687,cg04201370,0.142540965,0.049933502,0.100756059,0.53766324,0.038725481,0.695837969,0.070910994,0.530674679,0.190666677,0.465253823
135854,431015,cg04222725,0.577583314,0.775838997,0.439826799,0.90306236,0.415897355,0.876608876,0.857779892,0.875970895,0.804345503,0.670830101
136651,674252,cg04247336,0.575039038,0.262932533,0.660234085,0.205610136,0.840607679,0.815169824,0.47534446,0.92436228,0.601144566,0.692330868
136731,672073,cg04250055,0.243275762,0.047469995,0.367728794,0.812362276,0.747543694,0.860427688,0.636734538,0.891690893,0.230890772,0.587894379
